sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid,sex-race
1,52,Greater than 45,0,0,0,0,0,M,Battery,0,Male-Hispanic
1,36,25 - 45,1,0,0,0,2,M,Driving Under The Influence,0,Male-Caucasian
1,26,25 - 45,1,0,0,0,2,F,Possession of Hydromorphone,0,Male-Caucasian
1,24,Less than 25,1,0,0,0,0,F,Aggravated Battery,0,Male-Caucasian
1,27,25 - 45,0,0,0,0,0,F,Crim Use of Personal ID Info,0,Male-African-American
0,37,25 - 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,37,25 - 45,0,0,0,0,1,F,Possession of Oxycodone,0,Male-Hispanic
1,58,Greater than 45,1,0,0,0,5,M,Possess Cannabis/20 Grams Or Less,0,Male-Caucasian
0,41,25 - 45,0,0,0,0,0,F,Aggravated Battery,0,Female-African-American
1,33,25 - 45,0,0,0,0,0,M,Battery,0,Male-Hispanic
1,33,25 - 45,0,0,0,0,0,M,Battery,0,Male-African-American
1,22,Less than 25,0,0,0,0,0,F,Possession of Cocaine,0,Male-Hispanic
0,33,25 - 45,1,0,0,0,0,F,Felony Driving While Lic Suspd,0,Female-Caucasian
1,25,25 - 45,0,0,0,0,0,M,False Info LEO During Invest,0,Male-African-American
1,37,25 - 45,0,0,0,0,0,M,Battery,1,Male-African-American
1,21,Less than 25,0,0,0,0,0,M,Battery,0,Male-African-American
1,37,25 - 45,1,1,6,0,13,F,Neglect Child / No Bodily Harm,0,Male-Caucasian
1,24,Less than 25,0,0,0,0,2,M,Battery,0,Male-African-American
1,35,25 - 45,0,0,0,0,0,F,Possession of Oxycodone,0,Male-African-American
1,29,25 - 45,1,4,1,0,10,F,Burglary Conveyance Unoccup,1,Male-Caucasian
1,41,25 - 45,0,2,0,0,6,F,Felony Battery w/Prior Convict,1,Male-African-American
1,46,Greater than 45,0,0,0,0,2,M,Battery,0,Male-African-American
1,41,25 - 45,1,0,0,0,0,F,Driving While License Revoked,0,Male-Caucasian
1,25,25 - 45,0,0,0,0,2,F,Threat Public Servant,0,Male-African-American
1,27,25 - 45,0,0,0,0,1,M,Fail Register Vehicle,0,Male-African-American
1,31,25 - 45,0,1,1,1,13,F,Poss Pyrrolidinovalerophenone,1,Male-African-American
1,23,Less than 25,1,0,0,0,0,M,Driving Under The Influence,0,Male-Caucasian
0,49,Greater than 45,1,0,0,0,0,F,Del Cannabis For Consideration,0,Female-Caucasian
1,49,Greater than 45,1,0,0,0,8,F,Uttering a Forged Instrument,0,Male-Caucasian
1,41,25 - 45,0,0,0,0,7,M,arrest case no charge,0,Male-African-American
0,20,Less than 25,1,0,0,0,0,F,arrest case no charge,1,Female-Caucasian
1,44,25 - 45,0,0,0,0,8,M,Battery,1,Male-African-American
1,41,25 - 45,1,0,0,0,0,M,DUI Property Damage/Injury,0,Male-Caucasian
1,31,25 - 45,0,0,1,0,5,M,Battery,1,Male-African-American
1,42,25 - 45,0,0,0,0,1,M,Driving Under The Influence,0,Male-Hispanic
0,67,Greater than 45,0,0,0,0,0,F,Aggravated Assault W/dead Weap,0,Female-African-American
1,42,25 - 45,1,0,0,0,1,M,Possession Of Paraphernalia,0,Male-Caucasian
1,25,25 - 45,0,0,0,0,0,F,arrest case no charge,0,Male-African-American
1,43,25 - 45,0,0,0,0,2,M,Battery,0,Male-Other
1,23,Less than 25,1,0,0,0,6,F,Possession Of Alprazolam,1,Male-Caucasian
1,23,Less than 25,0,0,1,0,2,F,"Poss3,4 Methylenedioxymethcath",0,Male-African-American
1,33,25 - 45,1,0,0,0,2,F,Possession of Cocaine,0,Male-Caucasian
1,41,25 - 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
0,31,25 - 45,1,0,0,0,1,F,arrest case no charge,0,Female-Caucasian
1,53,Greater than 45,0,0,0,0,5,F,Battery on Law Enforc Officer,0,Male-African-American
1,36,25 - 45,0,0,0,0,1,M,Driving Under The Influence,0,Male-African-American
1,58,Greater than 45,1,0,0,0,10,M,Driving License Suspended,0,Male-Caucasian
1,62,Greater than 45,1,0,0,0,0,F,Possession of Cannabis,0,Male-Caucasian
1,25,25 - 45,1,0,0,0,4,F,False Imprisonment,0,Male-Caucasian
1,46,Greater than 45,1,0,0,0,2,F,arrest case no charge,0,Male-Caucasian
1,32,25 - 45,1,0,0,0,6,F,Driving While License Revoked,0,Male-Caucasian
0,58,Greater than 45,1,0,0,0,0,M,DUI Property Damage/Injury,0,Female-Caucasian
1,20,Less than 25,0,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,1,Male-African-American
0,36,25 - 45,0,0,0,0,1,M,Aggrav Battery w/Deadly Weapon,0,Female-African-American
1,59,Greater than 45,1,0,0,0,0,M,Driving Under The Influence,0,Male-Caucasian
1,29,25 - 45,0,0,0,0,5,F,arrest case no charge,1,Male-African-American
0,21,Less than 25,0,0,0,0,0,M,Battery,0,Female-African-American
1,28,25 - 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
0,42,25 - 45,0,0,0,0,16,F,Resist Officer w/Violence,0,Female-African-American
1,21,Less than 25,0,0,2,1,3,F,Leaving the Scene of Accident,1,Male-African-American
0,49,Greater than 45,1,0,0,0,1,M,Leaving Acc/Unattended Veh,0,Female-Caucasian
0,24,Less than 25,1,0,0,0,0,M,Battery,0,Female-Caucasian
0,55,Greater than 45,0,0,0,0,1,M,Aggravated Assault W/Dead Weap,0,Female-African-American
1,21,Less than 25,1,0,0,0,1,F,arrest case no charge,0,Male-Caucasian
1,34,25 - 45,0,0,0,0,4,M,Possess Cannabis/20 Grams Or Less,0,Male-African-American
1,27,25 - 45,0,0,0,0,2,F,arrest case no charge,0,Male-African-American
1,37,25 - 45,0,3,0,0,12,M,arrest case no charge,0,Male-African-American
1,23,Less than 25,1,0,0,0,0,F,Possession of Cannabis,0,Male-Caucasian
1,27,25 - 45,0,0,0,1,5,F,Possession of Cocaine,1,Male-African-American
1,50,Greater than 45,0,0,0,0,1,F,Possess Weapon On School Prop,0,Male-African-American
1,22,Less than 25,0,0,1,2,1,F,Pos Cannabis W/Intent Sel/Del,0,Male-African-American
1,34,25 - 45,0,0,0,0,1,F,arrest case no charge,0,Male-African-American
1,21,Less than 25,1,0,0,0,0,F,Trespassing/Construction Site,0,Male-Caucasian
1,45,Greater than 45,0,0,0,0,1,F,arrest case no charge,0,Male-Other
1,30,25 - 45,0,0,0,0,1,F,Introduce Contraband Into Jail,0,Male-African-American
1,61,Greater than 45,1,0,0,0,0,M,Driving Under The Influence,0,Male-Caucasian
1,27,25 - 45,1,0,0,0,3,M,Viol Injunct Domestic Violence,0,Male-Caucasian
1,41,25 - 45,0,0,0,0,2,M,Battery,0,Male-Hispanic
1,60,Greater than 45,1,0,0,0,0,M,Driving Under The Influence,0,Male-Caucasian
1,23,Less than 25,0,0,0,0,1,M,Criminal Mischief>$200<$1000,0,Male-African-American
1,40,25 - 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
1,30,25 - 45,1,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-Caucasian
0,20,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Female-African-American
1,48,Greater than 45,0,0,0,0,0,F,Aggravated Assault W/dead Weap,0,Male-Asian
1,24,Less than 25,0,0,0,0,0,M,Battery,1,Male-African-American
1,30,25 - 45,0,0,0,0,5,M,Battery,0,Male-African-American
1,25,25 - 45,0,0,0,0,0,M,arrest case no charge,0,Male-African-American
1,38,25 - 45,1,0,0,0,0,M,Susp Drivers Lic 1st Offense,0,Male-Caucasian
1,27,25 - 45,0,0,0,0,1,F,Grand Theft (Motor Vehicle),0,Male-African-American
1,24,Less than 25,0,0,0,0,1,F,False Imprisonment,0,Male-African-American
1,64,Greater than 45,0,0,0,0,8,M,arrest case no charge,1,Male-African-American
1,26,25 - 45,1,0,0,0,3,M,Battery,0,Male-Caucasian
1,48,Greater than 45,1,0,0,0,0,F,Battery on a Person Over 65,0,Male-Caucasian
1,21,Less than 25,0,0,0,0,0,F,Battery on Law Enforc Officer,0,Male-African-American
1,37,25 - 45,0,0,0,0,17,M,Resist/Obstruct W/O Violence,0,Male-African-American
1,45,Greater than 45,0,1,0,0,16,F,Possession of Cocaine,0,Male-African-American
1,31,25 - 45,1,0,0,0,3,M,Battery,1,Male-Caucasian
1,28,25 - 45,0,0,0,0,9,F,Aggravated Battery,0,Male-Asian
1,39,25 - 45,1,0,0,0,1,F,"Poss3,4 Methylenedioxymethcath",0,Male-Caucasian
1,33,25 - 45,1,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-Caucasian
1,48,Greater than 45,0,0,0,0,0,M,Viol Injunct Domestic Violence,0,Male-Asian
1,27,25 - 45,0,0,0,0,3,M,arrest case no charge,0,Male-African-American
1,24,Less than 25,0,0,0,0,0,F,Lewd/Lasc Battery Pers 12+/<16,0,Male-Hispanic
0,24,Less than 25,1,0,0,0,0,M,Battery,0,Female-Caucasian
0,31,25 - 45,1,0,0,2,14,F,Possession Of Alprazolam,0,Female-Caucasian
1,32,25 - 45,0,0,0,0,1,F,Aggravated Assault W/o Firearm,0,Male-Hispanic
1,62,Greater than 45,1,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,Male-Caucasian
1,56,Greater than 45,1,0,0,0,2,M,Battery,0,Male-Caucasian
1,28,25 - 45,0,0,0,0,6,F,Drivg While Lic Suspd/Revk/Can,0,Male-African-American
0,26,25 - 45,0,0,0,0,6,F,arrest case no charge,1,Female-African-American
1,51,Greater than 45,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,Male-Hispanic
1,51,Greater than 45,0,0,0,0,1,F,Neglect Child / No Bodily Harm,0,Male-Hispanic
1,28,25 - 45,0,0,0,1,7,F,Grand Theft in the 3rd Degree,0,Male-African-American
0,36,25 - 45,0,0,0,0,1,M,Battery,0,Female-African-American
0,38,25 - 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,23,Less than 25,0,0,0,0,1,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,28,25 - 45,1,0,0,0,5,M,Battery,1,Male-Caucasian
0,38,25 - 45,0,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0,Female-Other
1,29,25 - 45,0,0,0,0,0,M,Battery,0,Male-African-American
0,34,25 - 45,0,0,0,0,1,F,Child Abuse,0,Female-Asian
1,34,25 - 45,0,0,0,0,8,M,Battery,0,Male-African-American
1,26,25 - 45,0,0,0,0,6,F,Burglary Conveyance Armed,1,Male-African-American
1,58,Greater than 45,0,0,0,0,0,F,Felony Battery (Dom Strang),0,Male-African-American
1,37,25 - 45,0,0,0,0,6,F,arrest case no charge,1,Male-Hispanic
1,44,25 - 45,0,0,0,0,0,F,Robbery / No Weapon,0,Male-African-American
1,36,25 - 45,1,0,0,0,5,F,Driving While License Revoked,0,Male-Caucasian
0,23,Less than 25,0,0,0,0,0,M,Battery,0,Female-Other
1,53,Greater than 45,0,0,0,0,3,F,Aggravated Battery,1,Male-African-American
1,35,25 - 45,0,0,0,0,8,M,Battery,0,Male-African-American
0,39,25 - 45,1,0,0,0,3,F,arrest case no charge,0,Female-Caucasian
1,21,Less than 25,0,1,0,0,1,F,Felony Battery (Dom Strang),1,Male-Hispanic
1,26,25 - 45,0,1,0,0,10,F,arrest case no charge,1,Male-African-American
0,21,Less than 25,1,0,3,1,3,M,Battery,1,Female-Caucasian
1,37,25 - 45,0,0,0,0,8,F,arrest case no charge,0,Male-African-American
0,56,Greater than 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,30,25 - 45,1,0,0,0,0,F,Possession of Cannabis,0,Male-Caucasian
1,29,25 - 45,0,0,0,0,0,F,Agg Battery Grt/Bod/Harm,0,Male-Other
0,27,25 - 45,1,0,0,0,6,F,Grand Theft (Motor Vehicle),0,Female-Caucasian
1,43,25 - 45,0,0,0,0,15,M,Resist/Obstruct W/O Violence,1,Male-African-American
0,53,Greater than 45,0,0,0,0,5,F,Unlicensed Telemarketing,0,Female-African-American
1,26,25 - 45,0,0,1,0,6,M,arrest case no charge,0,Male-African-American
0,24,Less than 25,1,0,0,0,1,F,arrest case no charge,0,Female-Caucasian
1,30,25 - 45,0,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0,Male-African-American
1,26,25 - 45,0,0,0,0,4,F,Driving While License Revoked,0,Male-African-American
1,54,Greater than 45,0,0,0,0,4,F,arrest case no charge,0,Male-African-American
1,26,25 - 45,1,0,0,3,10,M,Driving License Suspended,1,Male-Caucasian
1,45,Greater than 45,1,0,0,0,0,F,Felony Battery (Dom Strang),0,Male-Caucasian
1,47,Greater than 45,1,0,0,0,1,M,Battery,0,Male-Caucasian
1,31,25 - 45,0,0,0,0,2,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,28,25 - 45,0,0,0,0,2,F,Pos Cannabis W/Intent Sel/Del,0,Male-African-American
0,21,Less than 25,0,0,0,0,0,F,Uttering a Forged Instrument,0,Female-African-American
1,25,25 - 45,0,0,0,1,4,F,Burglary Unoccupied Dwelling,1,Male-African-American
1,37,25 - 45,0,0,0,0,7,F,Tampering With Physical Evidence,0,Male-African-American
1,56,Greater than 45,0,0,0,0,0,M,Battery,0,Male-Other
1,24,Less than 25,0,0,0,0,0,M,Driving Under The Influence,0,Male-African-American
1,47,Greater than 45,1,0,0,0,5,M,DUI Property Damage/Injury,0,Male-Caucasian
1,66,Greater than 45,1,0,0,0,2,M,Viol Injunct Domestic Violence,0,Male-Caucasian
1,76,Greater than 45,0,0,0,0,0,F,Aggravated Assault w/Firearm,0,Male-Asian
1,35,25 - 45,0,0,0,0,1,M,Battery,0,Male-African-American
1,24,Less than 25,0,0,0,0,0,F,Grand Theft (Motor Vehicle),0,Male-African-American
1,36,25 - 45,1,0,0,0,0,F,Possession of Cocaine,0,Male-Caucasian
1,19,Less than 25,0,0,0,0,0,F,Resist Officer w/Violence,1,Male-African-American
1,40,25 - 45,0,0,0,0,2,F,Felony Driving While Lic Suspd,0,Male-African-American
1,28,25 - 45,1,0,0,0,0,F,Manufacture Cannabis,1,Male-Caucasian
1,27,25 - 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
1,25,25 - 45,0,0,0,0,7,F,arrest case no charge,0,Male-African-American
0,24,Less than 25,0,0,0,0,0,F,Deliver Cocaine,0,Female-African-American
1,44,25 - 45,1,0,0,0,0,F,Driving While License Revoked,0,Male-Caucasian
1,44,25 - 45,0,0,0,0,0,F,Felony/Driving Under Influence,0,Male-African-American
0,23,Less than 25,0,0,0,0,0,M,Battery,0,Female-African-American
1,27,25 - 45,0,0,0,1,0,F,Cruelty Toward Child,0,Male-African-American
1,55,Greater than 45,1,0,0,0,0,F,Battery on a Person Over 65,0,Male-Caucasian
1,34,25 - 45,0,0,0,0,0,F,Possession of Cocaine,1,Male-African-American
1,24,Less than 25,0,0,0,0,1,F,arrest case no charge,0,Male-African-American
1,42,25 - 45,0,0,0,0,7,F,Driving While License Revoked,0,Male-African-American
1,30,25 - 45,0,0,0,0,3,M,Driving Under The Influence,0,Male-Hispanic
1,40,25 - 45,1,0,0,0,6,F,Carrying Concealed Firearm,0,Male-Caucasian
1,30,25 - 45,0,0,0,0,13,F,Deliver Cannabis,1,Male-Other
1,27,25 - 45,1,0,0,0,1,M,Battery,0,Male-Caucasian
1,37,25 - 45,0,0,0,0,3,M,Battery,0,Male-African-American
1,25,25 - 45,0,0,0,0,1,F,Possession Of Methamphetamine,0,Male-African-American
1,45,Greater than 45,1,0,0,0,2,F,arrest case no charge,0,Male-Caucasian
1,31,25 - 45,1,0,0,0,1,F,Battery on Law Enforc Officer,0,Male-Caucasian
1,23,Less than 25,0,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0,Male-African-American
1,21,Less than 25,0,0,0,0,0,F,Possession Firearm School Prop,0,Male-African-American
1,35,25 - 45,0,0,0,0,0,F,Felony Battery (Dom Strang),0,Male-African-American
0,32,25 - 45,1,0,0,0,5,F,Burglary Dwelling Assault/Batt,0,Female-Caucasian
1,25,25 - 45,0,0,0,0,2,F,arrest case no charge,0,Male-African-American
1,34,25 - 45,1,0,1,0,15,F,Possession of Cocaine,0,Male-Caucasian
0,30,25 - 45,0,0,0,0,4,F,Crimin Mischief Damage $1000+,0,Female-African-American
1,37,25 - 45,1,0,0,0,3,F,Driving While License Revoked,0,Male-Caucasian
1,37,25 - 45,0,0,0,0,8,M,Battery,0,Male-African-American
0,31,25 - 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,22,Less than 25,0,0,0,0,0,F,Burglary Unoccupied Dwelling,1,Male-African-American
1,30,25 - 45,0,0,0,0,1,M,Battery,0,Male-African-American
0,20,Less than 25,0,0,0,0,1,M,Battery,0,Female-Other
1,29,25 - 45,0,0,0,0,0,M,Battery,0,Male-African-American
1,24,Less than 25,1,0,0,0,0,F,Falsely Impersonating Officer,0,Male-Caucasian
0,36,25 - 45,0,0,0,0,1,F,Grand Theft in the 3rd Degree,0,Female-African-American
1,23,Less than 25,0,0,0,0,0,M,Battery,1,Male-African-American
1,29,25 - 45,0,0,0,0,6,F,Felony Driving While Lic Suspd,1,Male-African-American
0,22,Less than 25,0,0,0,0,1,F,Possession Of Amphetamine,0,Female-Hispanic
1,29,25 - 45,0,0,0,0,4,M,Assault,0,Male-African-American
0,26,25 - 45,0,0,0,0,0,M,Robbery / No Weapon,0,Female-African-American
1,32,25 - 45,0,0,0,0,1,F,False Imprisonment,0,Male-African-American
1,45,Greater than 45,0,0,0,0,0,F,Felony Battery (Dom Strang),0,Male-Hispanic
1,30,25 - 45,0,0,0,0,1,F,Aggravated Assault W/Dead Weap,0,Male-African-American
1,25,25 - 45,0,0,0,0,0,F,Crim Use of Personal ID Info,0,Male-African-American
1,24,Less than 25,0,0,0,0,5,F,"Poss3,4 Methylenedioxymethcath",0,Male-African-American
1,29,25 - 45,1,0,0,0,0,M,Battery,1,Male-Caucasian
1,21,Less than 25,1,0,0,0,1,F,arrest case no charge,0,Male-Caucasian
0,46,Greater than 45,1,0,0,0,1,F,arrest case no charge,0,Female-Caucasian
1,47,Greater than 45,1,0,0,0,2,M,DUI Level 0.15 Or Minor In Veh,0,Male-Caucasian
1,30,25 - 45,0,0,0,0,13,F,Felony Battery,1,Male-African-American
1,26,25 - 45,0,0,0,0,2,M,Possess Cannabis/20 Grams Or Less,0,Male-African-American
0,42,25 - 45,1,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,Female-Caucasian
1,34,25 - 45,0,0,0,0,1,M,Battery,0,Male-African-American
0,69,Greater than 45,1,0,0,0,2,M,Leaving Acc/Unattended Veh,0,Female-Caucasian
1,24,Less than 25,1,0,0,1,5,F,arrest case no charge,1,Male-Caucasian
1,45,Greater than 45,0,0,0,0,1,M,Resist/Obstruct W/O Violence,0,Male-African-American
1,52,Greater than 45,0,0,0,0,2,M,DUI Property Damage/Injury,0,Male-African-American
1,30,25 - 45,1,0,0,0,0,F,Felony Battery (Dom Strang),0,Male-Caucasian
0,26,25 - 45,0,0,0,0,0,M,Battery,0,Female-Hispanic
1,30,25 - 45,0,0,0,0,0,M,DUI Property Damage/Injury,0,Male-Hispanic
0,22,Less than 25,0,0,0,0,0,F,Robbery / No Weapon,0,Female-African-American
1,35,25 - 45,0,0,0,0,6,F,arrest case no charge,0,Male-African-American
1,35,25 - 45,0,0,0,0,1,M,Battery,0,Male-African-American
1,25,25 - 45,0,0,0,0,2,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,58,Greater than 45,1,0,0,0,3,M,Carry Open/Uncov Bev In Pub,0,Male-Caucasian
1,33,25 - 45,1,0,0,0,2,M,DUI Level 0.15 Or Minor In Veh,0,Male-Caucasian
1,44,25 - 45,1,0,0,0,4,F,Driving While License Revoked,0,Male-Caucasian
1,30,25 - 45,0,0,0,0,3,F,Grand Theft in the 3rd Degree,0,Male-African-American
0,39,25 - 45,0,0,0,0,2,F,arrest case no charge,0,Female-Hispanic
1,28,25 - 45,1,0,0,0,0,F,Crim Use of Personal ID Info,0,Male-Caucasian
1,34,25 - 45,0,0,0,0,1,F,Purchase Cannabis,0,Male-African-American
1,26,25 - 45,0,0,0,0,1,F,arrest case no charge,1,Male-African-American
1,23,Less than 25,0,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0,Male-African-American
1,31,25 - 45,0,0,0,0,0,M,Battery,0,Male-African-American
1,38,25 - 45,0,0,0,0,1,F,arrest case no charge,0,Male-Other
1,44,25 - 45,0,0,0,0,0,F,Felony Driving While Lic Suspd,0,Male-African-American
1,52,Greater than 45,0,0,0,0,0,F,Felony Battery (Dom Strang),0,Male-African-American
1,31,25 - 45,0,0,0,0,9,F,Aggravated Battery / Pregnant,1,Male-African-American
0,21,Less than 25,0,0,1,0,2,F,Deliver Cannabis,0,Female-African-American
1,77,Greater than 45,1,0,0,0,1,M,DUI Property Damage/Injury,0,Male-Caucasian
1,61,Greater than 45,1,0,0,0,4,F,Uttering a Forged Instrument,0,Male-Caucasian
0,41,25 - 45,0,0,0,0,0,M,Battery,0,Female-African-American
0,24,Less than 25,1,0,0,0,0,M,Battery,0,Female-Caucasian
0,34,25 - 45,0,0,0,0,5,F,arrest case no charge,0,Female-African-American
1,27,25 - 45,0,0,0,0,1,F,"Poss3,4 Methylenedioxymethcath",0,Male-Hispanic
1,30,25 - 45,0,0,0,0,1,F,Cruelty Toward Child,0,Male-African-American
1,59,Greater than 45,0,0,0,0,0,F,Uttering a Forged Instrument,0,Male-Hispanic
1,55,Greater than 45,1,0,0,0,1,F,Grand Theft in the 3rd Degree,1,Male-Caucasian
1,53,Greater than 45,0,0,0,0,5,M,Petit Theft,0,Male-African-American
1,50,Greater than 45,1,0,0,0,1,M,Battery,0,Male-Caucasian
1,21,Less than 25,0,0,0,1,2,F,Poss Similitude of Drivers Lic,1,Male-Hispanic
0,25,25 - 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
0,31,25 - 45,1,0,0,0,2,M,Assault,0,Female-Caucasian
0,26,25 - 45,0,0,0,0,1,F,Grand Theft in the 3rd Degree,0,Female-African-American
1,25,25 - 45,1,0,0,0,0,M,DUI Property Damage/Injury,0,Male-Caucasian
1,32,25 - 45,0,0,0,0,0,M,Battery,0,Male-African-American
1,40,25 - 45,1,0,0,0,5,F,Pos Cannabis W/Intent Sel/Del,0,Male-Caucasian
1,35,25 - 45,0,0,0,0,0,F,Poss Oxycodone W/Int/Sell/Del,0,Male-African-American
1,36,25 - 45,0,0,0,0,1,F,arrest case no charge,0,Male-Asian
1,30,25 - 45,1,0,0,0,2,F,Possession of Cocaine,0,Male-Caucasian
1,30,25 - 45,0,0,0,0,0,F,Possession of Cocaine,0,Male-African-American
1,41,25 - 45,0,0,0,0,19,F,arrest case no charge,0,Male-African-American
0,29,25 - 45,1,0,0,0,0,F,Possession of Cocaine,0,Female-Caucasian
1,25,25 - 45,1,0,0,0,0,F,Possession of Cocaine,0,Male-Caucasian
1,50,Greater than 45,1,0,0,0,0,F,Possession Child Pornography,0,Male-Caucasian
1,35,25 - 45,1,0,0,0,4,F,arrest case no charge,0,Male-Caucasian
1,43,25 - 45,0,0,0,0,4,F,arrest case no charge,1,Male-African-American
0,61,Greater than 45,1,0,0,0,0,F,Possession of Cocaine,0,Female-Caucasian
0,22,Less than 25,0,0,0,0,4,F,Possession of Cocaine,1,Female-African-American
0,34,25 - 45,0,0,0,0,1,M,Battery,0,Female-African-American
1,24,Less than 25,0,0,0,0,0,F,Conspiracy Dealing Stolen Prop,0,Male-Other
0,20,Less than 25,0,0,0,1,0,M,Battery,1,Female-African-American
1,30,25 - 45,0,0,0,0,0,M,Battery,0,Male-African-American
0,43,25 - 45,0,0,0,0,0,M,Battery,0,Female-African-American
1,37,25 - 45,0,0,0,0,9,F,Deliver Cocaine,0,Male-Hispanic
0,29,25 - 45,0,0,0,0,1,F,arrest case no charge,0,Female-Hispanic
0,24,Less than 25,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,36,25 - 45,1,0,0,0,12,F,arrest case no charge,0,Male-Caucasian
1,39,25 - 45,1,0,0,0,0,F,Felony DUI - Enhanced,1,Male-Caucasian
1,32,25 - 45,0,0,0,0,2,M,Battery,0,Male-African-American
1,38,25 - 45,0,0,0,0,0,M,Battery,0,Male-African-American
0,27,25 - 45,0,0,0,0,8,F,arrest case no charge,0,Female-African-American
1,30,25 - 45,0,6,0,0,8,M,Battery,1,Male-African-American
0,26,25 - 45,1,0,0,0,1,M,Assault,0,Female-Caucasian
1,37,25 - 45,1,0,0,0,3,F,Possession of Cocaine,0,Male-Caucasian
1,29,25 - 45,1,0,0,0,1,F,False Imprisonment,0,Male-Caucasian
1,32,25 - 45,1,0,0,0,3,F,arrest case no charge,0,Male-Caucasian
1,21,Less than 25,0,0,2,6,8,F,arrest case no charge,1,Male-African-American
1,21,Less than 25,1,0,0,0,1,F,Burglary Unoccupied Dwelling,0,Male-Caucasian
1,47,Greater than 45,1,0,0,0,13,M,Battery,1,Male-Caucasian
0,36,25 - 45,0,0,0,0,4,F,arrest case no charge,0,Female-African-American
1,32,25 - 45,1,0,0,0,4,M,Battery,1,Male-Caucasian
1,43,25 - 45,1,0,0,0,1,F,Neglect Child / No Bodily Harm,0,Male-Caucasian
1,27,25 - 45,0,0,0,0,2,F,Sale/Del Cannabis At/Near Scho,0,Male-African-American
1,21,Less than 25,0,0,0,0,1,F,arrest case no charge,0,Male-African-American
1,34,25 - 45,0,0,0,0,0,M,Battery,0,Male-Asian
1,46,Greater than 45,0,0,0,0,1,M,Operating W/O Valid License,0,Male-Hispanic
1,40,25 - 45,0,2,0,0,23,M,Possess Cannabis/20 Grams Or Less,1,Male-African-American
1,38,25 - 45,1,0,0,0,3,M,Disorderly Conduct,0,Male-Caucasian
1,41,25 - 45,0,0,0,0,7,F,arrest case no charge,0,Male-African-American
1,21,Less than 25,1,0,0,0,1,F,Burglary Conveyance Assault/Bat,0,Male-Caucasian
0,74,Greater than 45,1,0,0,0,0,M,Disorderly Intoxication,0,Female-Caucasian
0,27,25 - 45,0,0,0,0,0,M,Prostitution/Lewd Act Assignation,0,Female-Hispanic
1,30,25 - 45,0,0,1,0,1,M,Aggravated Battery / Pregnant,0,Male-African-American
0,33,25 - 45,1,0,0,0,3,F,Possession Of Heroin,1,Female-Caucasian
1,24,Less than 25,1,0,0,0,2,M,Driving Under The Influence,0,Male-Caucasian
1,52,Greater than 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-Asian
0,29,25 - 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
0,30,25 - 45,1,0,0,1,1,F,Driving While License Revoked,0,Female-Caucasian
1,33,25 - 45,0,0,0,0,0,F,Uttering a Forged Instrument,0,Male-African-American
1,38,25 - 45,0,0,0,0,1,F,Felony Battery (Dom Strang),0,Male-Hispanic
0,28,25 - 45,0,0,0,0,5,M,arrest case no charge,0,Female-African-American
0,52,Greater than 45,0,0,0,0,3,F,False 911 Call,0,Female-African-American
1,21,Less than 25,0,0,0,3,1,F,Possession of Cocaine,0,Male-Hispanic
0,22,Less than 25,0,0,0,0,1,F,arrest case no charge,0,Female-Hispanic
1,32,25 - 45,0,0,0,0,3,F,arrest case no charge,0,Male-Hispanic
1,25,25 - 45,0,0,0,0,0,F,Corrupt Public Servant,1,Male-African-American
0,27,25 - 45,0,0,0,0,0,M,Battery,0,Female-African-American
1,35,25 - 45,1,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0,Male-Caucasian
1,40,25 - 45,0,0,0,0,2,M,Battery,0,Male-African-American
0,29,25 - 45,0,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,0,Female-Other
1,24,Less than 25,0,0,0,2,2,M,Battery,1,Male-African-American
