id,sex,age,age_cat,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_violent_recid,race,days_b_screening_arrest
8652,Male,29,25 - 45,0,0,0,0,F,Burglary Unoccupied Dwelling,0,African-American,-1
8653,Male,55,Greater than 45,0,0,0,0,F,Aggravated Battery / Pregnant,0,African-American,-4
8655,Male,48,Greater than 45,0,0,0,0,F,Grand Theft in the 3rd Degree,1,African-American,-1
8656,Female,20,Less than 25,0,0,0,0,M,Reckless Driving,0,African-American,294
8659,Male,48,Greater than 45,0,0,0,0,M,arrest case no charge,0,African-American,0
8661,Male,43,Greater than 45,0,0,0,0,M,Battery,0,Caucasian,-1
8664,Male,20,Less than 25,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",1,African-American,-1
8668,Female,25,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
8670,Female,29,25 - 45,0,0,0,0,M,Assault,0,African-American,0
8672,Female,25,25 - 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
8673,Male,25,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
8674,Male,29,25 - 45,0,0,0,0,M,Battery,0,African-American,0
8675,Male,34,25 - 45,0,0,0,3,F,Battery,0,African-American,-1
8676,Male,33,Greater than 45,0,0,0,0,M,Battery,0,African-American,-2
8679,Male,25,25 - 45,0,0,0,0,F,Possession of Cocaine,0,African-American,-1
8682,Male,46,25 - 45,0,0,0,3,F,arrest case no charge,0,African-American,-1
8683,Male,29,25 - 45,0,0,0,0,F,Battery,0,African-American,-22
8684,Male,29,Greater than 45,0,0,0,0,F,Possession of Cocaine,0,African-American,0
8685,Male,38,25 - 45,0,0,0,8,M,arrest case no charge,0,African-American,0
8686,Male,20,Less than 25,0,0,0,0,M,Battery,0,African-American,-99
8688,Female,25,25 - 45,0,0,0,0,F,Possession of Cocaine,0,African-American,-3
8691,Male,29,25 - 45,0,0,0,0,M,Battery,0,African-American,
8694,Male,25,25 - 45,0,0,0,0,F,Possession of Cocaine,0,Caucasian,-1
8695,Male,43,25 - 45,0,0,0,0,F,Possession of Cocaine,0,African-American,-1
8696,Male,30,25 - 45,0,0,0,3,F,arrest case no charge,0,African-American,-1
8701,Male,38,25 - 45,0,0,0,0,F,arrest case no charge,1,African-American,-26
8703,Male,52,Greater than 45,0,0,0,0,F,Possess Cannabis/20 Grams Or Less,0,African-American,-1
8705,Male,20,Less than 25,0,0,0,0,F,Possession of Cocaine,1,African-American,0
8707,Male,29,25 - 45,0,0,0,0,M,arrest case no charge,0,African-American,
8708,Male,42,25 - 45,0,0,0,6,F,Tamper With Witness/Victim/CI,0,African-American,
8710,Female,33,25 - 45,0,0,0,0,M,Battery,0,African-American,-21
8711,Male,25,Less than 25,0,0,0,0,F,Att Burgl Unoccupied Dwel,0,African-American,-1
8712,Female,29,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,39
8715,Female,20,25 - 45,0,0,0,0,M,Battery,1,African-American,-1
8716,Male,29,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
8717,Female,38,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
8723,Male,33,25 - 45,0,0,0,5,F,Lewd/Lasc Battery Pers 12+/<16,0,African-American,-1
8726,Female,29,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
8727,Male,39,25 - 45,0,0,0,3,F,Grand Theft in the 3rd Degree,0,Caucasian,
8728,Female,20,Less than 25,0,0,0,0,M,Battery,0,African-American,0
8729,Male,33,25 - 45,0,0,0,7,F,arrest case no charge,0,African-American,-26
8731,Male,34,25 - 45,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,1,African-American,-1
8732,Male,29,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
8733,Male,29,25 - 45,0,0,0,0,F,Battery,0,African-American,-82
8735,Male,33,Greater than 45,0,0,0,0,M,Battery,0,African-American,0
8737,Female,25,25 - 45,0,0,0,3,F,arrest case no charge,0,African-American,-23
8739,Male,20,Less than 25,0,0,0,0,M,arrest case no charge,0,African-American,
8743,Male,29,25 - 45,1,0,0,3,M,Battery,1,African-American,-1
8745,Female,25,25 - 45,0,0,0,0,M,Aggravated Assault W/Dead Weap,0,African-American,-2
8746,Male,33,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
8750,Male,33,25 - 45,0,0,0,5,F,arrest case no charge,0,African-American,-52
8752,Male,25,25 - 45,0,0,0,0,F,False Imprisonment,0,African-American,-1
8754,Male,29,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
8756,Male,20,Less than 25,0,0,1,3,F,arrest case no charge,1,African-American,30
8757,Male,20,Less than 25,0,0,0,0,F,Burglary Unoccupied Dwelling,0,Caucasian,-1
8758,Male,42,25 - 45,0,0,0,8,M,Battery,1,African-American,0
8759,Female,33,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-13
8761,Male,29,25 - 45,0,0,0,3,M,Battery,1,Caucasian,0
8762,Male,38,25 - 45,0,0,0,0,F,Neglect Child / No Bodily Harm,0,African-American,-1
8764,Male,25,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
8766,Male,52,Greater than 45,0,0,0,0,F,arrest case no charge,0,Caucasian,-20
8768,Male,20,Less than 25,0,0,0,0,F,Battery,0,African-American,-22
8770,Male,41,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
8771,Male,42,Greater than 45,0,0,0,0,M,Aggravated Assault W/dead Weap,0,African-American,-2
8773,Male,38,25 - 45,0,0,0,12,M,Felony Battery (Dom Strang),1,African-American,30
8774,Male,33,25 - 45,0,0,0,0,M,Disorderly Conduct,0,African-American,0
8775,Male,38,25 - 45,0,0,0,3,F,arrest case no charge,0,African-American,-1
8777,Male,20,Less than 25,0,0,0,0,F,Possession of Cocaine,0,African-American,-11
8778,Female,68,25 - 45,0,0,0,0,M,arrest case no charge,0,African-American,-1
8785,Female,25,Greater than 45,0,0,0,0,M,"Poss3,4 Methylenedioxymethcath",0,African-American,0
8786,Male,29,25 - 45,0,0,0,0,M,Aggravated Battery / Pregnant,0,African-American,-1
8787,Female,29,25 - 45,0,0,0,0,F,arrest case no charge,1,African-American,-2
8789,Male,20,Less than 25,0,0,0,0,M,Viol Injunct Domestic Violence,0,African-American,0
8790,Male,59,Greater than 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
8791,Female,25,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
8794,Male,29,25 - 45,0,0,0,0,F,Driving While License Revoked,0,African-American,0
8797,Male,29,25 - 45,0,0,0,0,F,Uttering a Forged Instrument,0,African-American,-1
8798,Male,38,25 - 45,0,0,0,0,F,Driving While License Revoked,0,African-American,-1
8802,Female,29,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
8803,Male,29,25 - 45,0,0,0,3,F,arrest case no charge,0,African-American,
8805,Female,47,Greater than 45,0,0,0,0,F,Battery,0,African-American,0
8807,Male,20,Less than 25,0,0,0,0,F,Possession of Cocaine,0,African-American,-25
8809,Female,20,Less than 25,0,0,0,0,F,arrest case no charge,0,African-American,-1
8812,Male,29,25 - 45,0,0,0,3,F,arrest case no charge,0,African-American,0
8813,Male,25,Greater than 45,0,0,0,0,F,Battery,1,African-American,0
8814,Female,25,25 - 45,0,0,0,0,M,Battery,1,African-American,-1
8816,Male,30,25 - 45,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0,African-American,0
8818,Male,38,25 - 45,0,0,0,0,M,Battery,1,African-American,-1
8819,Female,29,25 - 45,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,0,Other,-1
8820,Male,25,Less than 25,0,0,0,0,M,Battery,1,African-American,-1
8821,Male,25,Less than 25,0,0,0,4,F,Possession of Cocaine,1,African-American,0
8826,Male,51,Greater than 45,0,0,0,6,F,arrest case no charge,0,African-American,
8827,Male,25,25 - 45,0,0,0,3,F,Driving While License Revoked,0,Hispanic,-1
8828,Male,43,Greater than 45,0,0,0,0,F,Felony Battery (Dom Strang),0,Caucasian,0
8831,Male,51,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
8835,Male,29,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
8838,Male,25,25 - 45,0,0,0,0,M,Battery,0,African-American,0
8842,Male,39,Greater than 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
8843,Male,29,25 - 45,0,0,0,4,M,Battery,1,African-American,-28
8844,Male,29,25 - 45,0,0,0,14,F,Battery,1,African-American,-1
8845,Male,20,Less than 25,0,0,0,0,M,Aggravated Assault w/Firearm,0,Other,-1
8849,Male,25,Less than 25,0,0,0,0,F,Battery,0,African-American,-39
8854,Male,33,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
8856,Male,25,25 - 45,0,0,0,0,M,Battery,0,Other,-1
8857,Male,25,25 - 45,0,0,0,0,M,Battery,0,African-American,0
8858,Male,20,Less than 25,0,0,0,0,F,Driving While License Revoked,0,African-American,-1
8859,Female,29,25 - 45,0,0,0,0,F,Battery,1,African-American,-1
8861,Male,29,Greater than 45,0,0,0,0,M,Possession of Cocaine,0,African-American,-1
8864,Female,29,25 - 45,0,0,0,0,F,Battery,0,African-American,0
8865,Female,56,25 - 45,0,0,0,0,F,Battery,0,African-American,-1
8866,Female,33,25 - 45,0,0,0,0,M,Battery,0,African-American,-5
8867,Male,20,Less than 25,0,0,0,3,F,arrest case no charge,0,African-American,0
8869,Male,42,Greater than 45,0,0,0,0,M,DUI Property Damage/Injury,0,African-American,0
8870,Male,25,25 - 45,0,0,0,3,F,Battery,0,African-American,-41
8876,Male,29,25 - 45,0,0,0,3,F,Burglary Dwelling Occupied,0,African-American,0
8877,Male,48,25 - 45,0,0,0,0,F,Battery,0,African-American,-1
8879,Male,20,Less than 25,0,0,0,0,F,"Deliver 3,4 Methylenediox",0,African-American,0
8881,Male,38,25 - 45,0,0,0,0,F,arrest case no charge,1,African-American,0
8882,Male,20,Greater than 45,0,0,0,0,M,Viol Injunct Domestic Violence,1,African-American,-1
8884,Male,34,25 - 45,0,0,0,0,M,Felony Battery (Dom Strang),0,African-American,-1
8889,Male,33,25 - 45,0,0,0,0,F,Burglary Structure Unoccup,0,African-American,0
8890,Male,29,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
8891,Male,48,Greater than 45,0,0,0,12,F,Battery,1,African-American,41
8893,Male,33,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
8894,Male,33,25 - 45,0,0,0,0,M,DUI Property Damage/Injury,0,African-American,
8897,Male,29,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
8902,Male,25,Less than 25,0,0,0,0,M,Battery,0,African-American,-1
8905,Male,47,Greater than 45,0,0,0,0,M,arrest case no charge,0,Caucasian,-1
8908,Male,33,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
8909,Male,39,Greater than 45,0,0,0,0,M,Driving License Suspended,0,Caucasian,0
8914,Male,20,Less than 25,0,0,0,0,F,Disorderly Conduct,1,African-American,-17
8916,Female,47,Greater than 45,0,0,0,0,M,Battery,0,African-American,
8922,Male,56,Less than 25,0,0,0,0,F,Felony Driving While Lic Suspd,0,African-American,-1
8923,Male,25,25 - 45,0,0,0,0,F,Battery,0,African-American,
8924,Male,25,25 - 45,0,0,0,0,F,Battery,1,African-American,-1
8925,Male,25,25 - 45,0,0,0,0,F,Burglary Unoccupied Dwelling,0,African-American,-1
8935,Male,25,Less than 25,0,0,0,4,M,Battery,0,African-American,-251
8936,Male,25,25 - 45,0,0,0,0,M,Battery,0,African-American,0
8938,Male,43,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
8939,Female,25,25 - 45,0,0,0,0,M,Battery,0,African-American,-23
8940,Male,60,Greater than 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Other,0
8943,Female,47,Greater than 45,0,0,0,0,F,arrest case no charge,0,African-American,-60
8944,Male,38,25 - 45,0,0,0,0,F,Battery,0,African-American,-1
8945,Male,20,Less than 25,0,0,0,0,F,arrest case no charge,0,African-American,-1
8946,Male,29,25 - 45,0,0,0,0,M,Battery,0,African-American,
8948,Male,25,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
8949,Female,38,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
8950,Female,47,Greater than 45,0,0,0,0,M,"Poss3,4 Methylenedioxymethcath",0,African-American,
8954,Male,39,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
8955,Male,55,Greater than 45,0,0,0,0,M,Grand Theft in the 3rd Degree,0,Hispanic,
8959,Male,33,25 - 45,0,0,0,7,F,Grand Theft in the 3rd Degree,1,African-American,-1
8961,Male,20,Less than 25,0,2,0,3,F,Possession of Cocaine,1,African-American,-5
8962,Male,29,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
8967,Male,60,Greater than 45,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,African-American,-2
8971,Male,25,25 - 45,0,0,0,0,F,Agg Battery Grt/Bod/Harm,0,African-American,-23
8973,Female,29,25 - 45,0,0,0,0,M,arrest case no charge,0,African-American,40
8974,Male,20,Less than 25,0,0,0,0,M,Grand Theft in the 3rd Degree,1,African-American,-1
8976,Female,38,25 - 45,0,0,0,0,F,Aggravated Battery / Pregnant,0,Caucasian,0
8983,Female,48,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
8984,Male,33,25 - 45,0,0,0,0,M,Resist Officer w/Violence,0,African-American,0
8988,Male,20,Less than 25,0,0,0,0,F,arrest case no charge,0,African-American,-1
8991,Male,29,25 - 45,0,2,0,6,F,Felony Battery w/Prior Convict,1,African-American,227
8995,Male,48,Greater than 45,0,0,0,5,F,Driving License Suspended,0,African-American,0
8996,Male,20,Less than 25,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
8997,Male,51,Greater than 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
8999,Male,20,Greater than 45,0,0,0,0,F,arrest case no charge,1,African-American,-1
9003,Male,33,25 - 45,0,0,0,3,F,arrest case no charge,0,African-American,-52
9004,Male,25,Less than 25,0,0,0,0,F,arrest case no charge,0,African-American,-1
9005,Female,25,25 - 45,0,0,0,0,M,Grand Theft in the 3rd Degree,0,African-American,-2
9008,Male,47,Greater than 45,0,0,0,0,M,Grand Theft in the 3rd Degree,0,African-American,0
9010,Male,38,25 - 45,0,0,0,0,F,Agg Battery Grt/Bod/Harm,0,African-American,-1
9012,Male,68,Greater than 45,0,0,0,0,M,arrest case no charge,0,African-American,-22
9013,Male,43,25 - 45,0,0,0,0,F,Battery,0,African-American,-1
9018,Male,29,25 - 45,0,0,0,0,M,arrest case no charge,0,African-American,-1
9023,Male,48,Greater than 45,0,0,0,0,M,Battery,0,Caucasian,-1
9028,Male,38,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
9030,Male,20,Less than 25,0,0,0,0,F,arrest case no charge,0,African-American,-1
9032,Male,38,25 - 45,0,0,0,0,M,Battery,0,African-American,-4
9033,Male,25,Less than 25,0,0,0,0,F,Aggravated Assault W/Dead Weap,0,African-American,-1
9038,Female,29,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
9039,Male,20,Less than 25,0,0,0,0,F,Felony Battery (Dom Strang),0,African-American,-1
9040,Male,33,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
9041,Male,33,25 - 45,0,0,0,0,M,Driving Under The Influence,0,African-American,0
9042,Male,61,Greater than 45,0,0,0,0,F,Driving While License Revoked,0,African-American,-1
9043,Male,29,25 - 45,0,0,0,3,F,arrest case no charge,1,African-American,-1
9045,Male,39,Greater than 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
9046,Male,29,25 - 45,0,0,0,0,M,Battery,0,African-American,-14
9047,Female,29,25 - 45,0,0,0,0,M,Battery,0,African-American,0
9049,Male,38,25 - 45,0,0,0,0,M,Driving Under The Influence,0,African-American,-1
9054,Male,25,25 - 45,0,0,0,3,M,Battery,1,African-American,-1
9060,Male,25,25 - 45,0,0,0,0,M,Battery,0,African-American,-2
9062,Female,34,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
9067,Male,33,25 - 45,0,0,0,5,M,Battery,1,African-American,54
9070,Male,43,Greater than 45,0,0,0,3,F,arrest case no charge,0,African-American,-8
9072,Male,33,25 - 45,0,0,0,0,M,Battery,1,African-American,-1
9074,Male,33,25 - 45,0,0,0,0,F,Possession of Cocaine,0,African-American,0
9075,Female,33,25 - 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
9077,Male,20,Less than 25,0,0,0,5,F,arrest case no charge,0,African-American,-1
9081,Male,20,Less than 25,0,0,0,0,F,Unauth Poss ID Card or DL,0,Other,-2
9085,Male,25,25 - 45,0,0,0,0,F,Possession Of Methamphetamine,0,African-American,-1
9087,Male,52,Greater than 45,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,African-American,-15
9088,Male,39,Greater than 45,0,0,0,0,F,Possession of Cocaine,0,African-American,
9089,Male,33,25 - 45,0,0,0,0,M,Battery,0,Caucasian,-12
9093,Male,20,Less than 25,0,0,0,0,F,Tresspass Struct/Conveyance,0,African-American,-1
9096,Male,25,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
9099,Female,47,Greater than 45,0,0,0,0,M,arrest case no charge,0,African-American,
9102,Male,20,Less than 25,0,0,0,0,M,Battery,1,African-American,-1
9104,Male,29,25 - 45,0,0,0,3,F,Possession of Cocaine,0,African-American,
9109,Male,34,25 - 45,0,0,0,5,F,arrest case no charge,0,African-American,-75
9116,Male,47,25 - 45,0,0,0,0,M,Possession of Cocaine,0,Hispanic,0
9120,Male,20,Less than 25,0,0,0,0,F,arrest case no charge,0,African-American,-20
9123,Male,34,25 - 45,0,0,0,0,F,Felony Battery (Dom Strang),0,African-American,-48
9125,Male,43,Greater than 45,0,0,0,0,M,Battery,1,African-American,-1
9126,Male,29,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
9127,Male,38,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
9129,Male,25,25 - 45,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,African-American,-1
9131,Male,20,Less than 25,0,0,0,0,M,Battery,0,African-American,-1
9132,Female,43,Greater than 45,0,0,0,5,F,Crim Use of Personal ID Info,0,African-American,-157
9133,Female,25,25 - 45,0,0,0,0,F,Possession of Cocaine,0,African-American,-4
9136,Male,25,25 - 45,0,0,0,0,F,False Imprisonment,0,African-American,-1
9143,Male,20,Less than 25,0,0,0,0,F,Aggravated Assault W/Dead Weap,0,Caucasian,-1
9144,Male,29,25 - 45,0,0,0,0,F,Battery,1,African-American,0
9146,Female,20,Greater than 45,0,0,0,0,M,Possession of Cocaine,0,African-American,-4
9147,Male,25,25 - 45,0,0,0,0,F,Possession of Cocaine,1,Other,-1
9148,Male,29,25 - 45,0,0,0,0,F,Battery,0,African-American,-1
9150,Male,20,Less than 25,0,0,1,0,F,Battery on a Person Over 65,1,African-American,-3
9157,Male,33,25 - 45,0,0,0,12,F,"Poss3,4 Methylenedioxymethcath",1,African-American,0
9159,Male,43,25 - 45,0,0,0,0,F,arrest case no charge,1,Caucasian,-1
9160,Male,25,25 - 45,0,0,0,0,M,arrest case no charge,0,African-American,-1
9161,Female,43,Greater than 45,0,0,0,0,F,arrest case no charge,0,African-American,
9165,Male,25,25 - 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
9166,Male,20,Less than 25,0,0,0,0,F,Battery,0,African-American,-1
9167,Male,29,25 - 45,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0,African-American,0
9170,Male,47,Greater than 45,0,0,0,0,F,Battery,0,African-American,-1
9172,Male,20,25 - 45,0,0,0,0,F,Possession of Cocaine,0,African-American,-1
9173,Male,20,Less than 25,0,0,0,0,F,Viol Injunct Domestic Violence,0,Caucasian,0
9180,Male,25,Less than 25,0,0,0,0,F,arrest case no charge,0,African-American,0
9183,Female,29,25 - 45,0,0,0,0,M,Battery,0,Caucasian,-1
9186,Male,38,25 - 45,0,0,0,4,M,"Poss3,4 Methylenedioxymethcath",0,African-American,-1
9188,Male,51,Greater than 45,0,0,0,0,F,Petit Theft,0,African-American,
9189,Male,43,Greater than 45,0,0,0,3,F,arrest case no charge,0,African-American,-26
9192,Female,33,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
9200,Male,38,25 - 45,0,0,0,0,M,arrest case no charge,0,African-American,
9202,Female,43,Less than 25,0,0,0,12,F,arrest case no charge,0,African-American,
9203,Male,29,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,583
9205,Female,25,25 - 45,0,0,0,0,M,Grand Theft in the 3rd Degree,0,African-American,
9207,Male,25,25 - 45,0,0,0,0,M,Battery,0,African-American,0
9212,Male,48,25 - 45,0,0,0,3,F,Aggrav Battery w/Deadly Weapon,0,African-American,-1
9214,Male,25,Less than 25,0,0,0,0,F,Felony Battery (Dom Strang),0,African-American,0
9215,Male,20,Less than 25,0,0,0,0,M,Possession of Cocaine,0,Caucasian,-1
9216,Male,56,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
9219,Male,29,25 - 45,0,0,0,3,M,Battery,0,African-American,-1
9220,Male,25,25 - 45,0,0,0,0,M,Driving Under The Influence,0,African-American,0
9224,Male,34,25 - 45,0,0,0,0,F,Aggravated Battery / Pregnant,0,African-American,-1
9227,Male,29,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
9229,Male,20,Less than 25,0,0,0,0,M,Battery,0,African-American,-1
9230,Male,20,Less than 25,0,0,0,0,M,Battery,0,African-American,-1
9231,Male,30,25 - 45,0,0,0,0,F,Resist Officer w/Violence,0,African-American,0
9233,Female,33,25 - 45,0,0,0,0,F,Battery,0,African-American,
9234,Female,29,25 - 45,0,0,0,0,F,Aggravated Assault W/dead Weap,0,African-American,
9235,Male,48,Greater than 45,0,0,0,0,F,arrest case no charge,1,African-American,-1
9238,Female,33,25 - 45,0,0,0,0,F,DUI Level 0.15 Or Minor In Veh,0,African-American,-1
9241,Male,38,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
9242,Male,33,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
9243,Male,34,25 - 45,0,0,0,0,F,Possess Cannabis/20 Grams Or Less,0,African-American,-1
9245,Male,25,25 - 45,0,0,0,0,M,Disorderly Conduct,0,African-American,0
9246,Male,48,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
9248,Male,56,Greater than 45,0,0,0,12,M,Battery,0,African-American,-1
9249,Male,33,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
9253,Male,34,25 - 45,0,0,0,3,F,Resist Officer w/Violence,0,African-American,0
9254,Male,29,25 - 45,0,0,0,0,F,Driving While License Revoked,0,African-American,0
9255,Male,25,25 - 45,0,0,0,0,F,Battery,1,African-American,-1
9257,Male,29,25 - 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
9258,Male,39,Greater than 45,0,0,0,0,M,Battery,0,Caucasian,-1
9260,Female,48,Greater than 45,0,0,0,3,F,arrest case no charge,0,African-American,-1
9261,Male,25,25 - 45,0,0,0,0,F,Battery,1,African-American,-1
9262,Male,33,25 - 45,0,0,0,0,F,False Imprisonment,0,African-American,-1
9264,Male,51,25 - 45,0,0,0,0,F,Possession of Cannabis,0,African-American,0
9266,Female,29,25 - 45,0,0,0,0,F,Tamper With Witness/Victim/CI,0,African-American,-1
9267,Female,34,25 - 45,0,0,0,0,M,Driving License Suspended,0,African-American,-1
9269,Female,25,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
9270,Male,42,25 - 45,0,0,0,0,M,Driving License Suspended,0,African-American,-1
9271,Male,43,Greater than 45,0,0,0,0,M,Possession Of Alprazolam,0,African-American,-31
9272,Female,52,Less than 25,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,0,African-American,-302
9275,Male,29,25 - 45,0,0,0,0,F,Burglary Dwelling Occupied,0,African-American,-1
9276,Male,48,Greater than 45,0,0,0,0,M,Driving Under The Influence,0,African-American,-4
9277,Female,25,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
9279,Female,25,25 - 45,0,0,0,0,M,Viol Injunct Domestic Violence,0,African-American,-1
9280,Female,29,25 - 45,0,0,0,3,M,Battery,0,African-American,-1
9282,Female,20,Less than 25,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,0
9284,Male,29,25 - 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
9285,Male,42,Greater than 45,0,0,0,0,F,Aggravated Assault W/Dead Weap,0,African-American,-1
9288,Female,20,Less than 25,0,0,0,0,F,Battery,0,African-American,-49
9292,Male,38,25 - 45,0,0,0,0,F,Felony Petit Theft,0,African-American,-1
9295,Male,29,25 - 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
9297,Male,56,Greater than 45,0,0,0,0,M,Battery,0,African-American,0
9298,Male,33,25 - 45,0,0,0,3,F,Grand Theft in the 3rd Degree,0,African-American,0
9299,Male,38,25 - 45,0,0,0,0,F,Possession Of Alprazolam,1,African-American,-1
9303,Male,29,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
9309,Male,47,Greater than 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
9310,Male,48,Greater than 45,0,0,0,3,F,Possession of Cocaine,0,African-American,-238
9311,Female,55,Greater than 45,0,0,0,0,F,arrest case no charge,0,Hispanic,-345
9319,Male,29,25 - 45,0,0,0,6,M,arrest case no charge,1,African-American,-69
9320,Male,55,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
9323,Male,20,Less than 25,0,0,0,3,M,Grand Theft in the 3rd Degree,1,African-American,-1
9328,Female,38,25 - 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-1
9332,Male,20,Less than 25,0,0,0,0,F,Child Abuse,0,African-American,-1
9336,Male,25,25 - 45,0,0,0,0,M,Driving While License Revoked,0,African-American,-1
9337,Male,39,25 - 45,0,0,0,0,F,Burglary Dwelling Occupied,0,African-American,0
9338,Female,33,25 - 45,0,0,0,0,M,Battery,1,African-American,-1
9343,Male,29,25 - 45,0,0,0,3,M,arrest case no charge,0,African-American,-1
9346,Female,29,25 - 45,0,0,0,0,M,Battery,0,African-American,-5
9348,Male,20,Less than 25,0,0,0,0,F,arrest case no charge,0,African-American,-10
9350,Male,29,25 - 45,0,0,0,3,F,Driving While License Revoked,0,African-American,-1
9351,Male,51,Greater than 45,0,0,0,8,M,Possession of Cocaine,0,African-American,-1
9352,Male,20,Less than 25,0,2,0,3,F,Aggravated Battery / Pregnant,0,Caucasian,-1
9353,Male,29,25 - 45,0,0,0,0,F,Stalking (Aggravated),1,African-American,-1
9354,Male,20,Less than 25,0,0,0,0,M,Battery,0,African-American,0
9357,Male,33,25 - 45,0,0,0,3,M,Battery,0,African-American,-1
9359,Male,33,25 - 45,0,0,0,0,M,Aggrav Battery w/Deadly Weapon,0,African-American,
9364,Male,47,Greater than 45,0,0,0,6,M,Battery,0,African-American,-1
9366,Female,47,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
9369,Male,29,Greater than 45,0,0,0,0,M,Battery,0,African-American,-1
9372,Male,20,Less than 25,0,0,0,0,F,arrest case no charge,0,African-American,-1
9376,Male,29,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
9377,Male,60,Greater than 45,0,0,0,0,F,arrest case no charge,0,African-American,-1
9378,Male,25,25 - 45,0,0,0,0,F,Crim Use of Personal ID Info,1,African-American,16
9379,Male,25,25 - 45,0,0,0,0,F,Grand Theft in the 3rd Degree,0,African-American,-31
9380,Male,33,25 - 45,0,0,0,3,F,Driving While License Revoked,0,African-American,-1
9381,Male,30,25 - 45,0,0,0,0,M,Battery,0,African-American,-1
