sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,decile_score,score_text,two_year_recid,sex-race
Male,40,25 - 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Male-Caucasian
Male,30,25 - 45,Caucasian,0,0,0,0,F,Grand Theft in the 3rd Degree,3,Low,0,Male-Caucasian
Female,20,Less than 25,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,5,Medium,0,Female-African-American
Male,48,Greater than 45,Asian,0,0,0,0,F,Aggravated Assault W/dead Weap,2,Low,0,Male-Asian
Male,24,Less than 25,African-American,0,0,0,0,M,Battery,5,Medium,1,Male-African-American
Male,30,25 - 45,African-American,0,0,0,5,M,Battery,3,Low,0,Male-African-American
Male,25,25 - 45,African-American,0,0,0,0,M,arrest case no charge,3,Low,0,Male-African-American
Male,38,25 - 45,Caucasian,0,0,0,0,M,Susp Drivers Lic 1st Offense,2,Low,0,Male-Caucasian
Male,27,25 - 45,African-American,0,0,0,1,F,Grand Theft (Motor Vehicle),2,Low,0,Male-African-American
Male,24,Less than 25,African-American,0,0,0,1,F,False Imprisonment,7,Medium,0,Male-African-American
Male,64,Greater than 45,African-American,0,0,0,8,M,arrest case no charge,4,Low,1,Male-African-American
Male,26,25 - 45,Caucasian,0,0,0,3,M,Battery,10,High,0,Male-Caucasian
Male,48,Greater than 45,Caucasian,0,0,0,0,F,Battery on a Person Over 65,1,Low,0,Male-Caucasian
Male,21,Less than 25,African-American,0,0,0,0,F,Battery on Law Enforc Officer,4,Low,0,Male-African-American
Male,37,25 - 45,African-American,0,0,0,17,M,Resist/Obstruct W/O Violence,9,High,0,Male-African-American
Male,45,Greater than 45,African-American,1,0,0,16,F,Possession of Cocaine,7,Medium,0,Male-African-American
Male,31,25 - 45,Caucasian,0,0,0,3,M,Battery,2,Low,1,Male-Caucasian
Male,28,25 - 45,Asian,0,0,0,9,F,Aggravated Battery,8,High,0,Male-Asian
Male,39,25 - 45,Caucasian,0,0,0,1,F,"Poss3,4 Methylenedioxymethcath",1,Low,0,Male-Caucasian
Male,33,25 - 45,Caucasian,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Low,0,Male-Caucasian
Male,48,Greater than 45,Asian,0,0,0,0,M,Viol Injunct Domestic Violence,1,Low,0,Male-Asian
Male,27,25 - 45,African-American,0,0,0,3,M,arrest case no charge,3,Low,0,Male-African-American
Male,24,Less than 25,Hispanic,0,0,0,0,F,Lewd/Lasc Battery Pers 12+/<16,5,Medium,0,Male-Hispanic
Female,24,Less than 25,Caucasian,0,0,0,0,M,Battery,3,Low,0,Female-Caucasian
Female,31,25 - 45,Caucasian,0,0,2,14,F,Possession Of Alprazolam,10,High,0,Female-Caucasian
Male,32,25 - 45,Hispanic,0,0,0,1,F,Aggravated Assault W/o Firearm,1,Low,0,Male-Hispanic
Male,62,Greater than 45,Caucasian,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Low,0,Male-Caucasian
Male,56,Greater than 45,Caucasian,0,0,0,2,M,Battery,3,Low,0,Male-Caucasian
Male,28,25 - 45,African-American,0,0,0,6,F,Drivg While Lic Suspd/Revk/Can,1,Low,0,Male-African-American
Female,26,25 - 45,African-American,0,0,0,6,F,arrest case no charge,6,Medium,1,Female-African-American
Male,51,Greater than 45,Hispanic,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Low,0,Male-Hispanic
Male,51,Greater than 45,Hispanic,0,0,0,1,F,Neglect Child / No Bodily Harm,3,Low,0,Male-Hispanic
Male,28,25 - 45,African-American,0,0,1,7,F,Grand Theft in the 3rd Degree,10,High,0,Male-African-American
Female,36,25 - 45,African-American,0,0,0,1,M,Battery,2,Low,0,Female-African-American
Female,38,25 - 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Female-Caucasian
Male,23,Less than 25,African-American,0,0,0,1,F,Grand Theft in the 3rd Degree,2,Low,0,Male-African-American
Male,28,25 - 45,Caucasian,0,0,0,5,M,Battery,7,Medium,1,Male-Caucasian
Female,38,25 - 45,Other,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",1,Low,0,Female-Other
Male,29,25 - 45,African-American,0,0,0,0,M,Battery,3,Low,0,Male-African-American
Female,34,25 - 45,Asian,0,0,0,1,F,Child Abuse,1,Low,0,Female-Asian
Male,34,25 - 45,African-American,0,0,0,8,M,Battery,7,Medium,0,Male-African-American
Male,26,25 - 45,African-American,0,0,0,6,F,Burglary Conveyance Armed,7,Medium,1,Male-African-American
Male,58,Greater than 45,African-American,0,0,0,0,F,Felony Battery (Dom Strang),1,Low,0,Male-African-American
Male,37,25 - 45,Hispanic,0,0,0,6,F,arrest case no charge,5,Medium,1,Male-Hispanic
Male,44,25 - 45,African-American,0,0,0,0,F,Robbery / No Weapon,3,Low,0,Male-African-American
Male,36,25 - 45,Caucasian,0,0,0,5,F,Driving While License Revoked,3,Low,0,Male-Caucasian
Female,23,Less than 25,Other,0,0,0,0,M,Battery,6,Medium,0,Female-Other
Male,53,Greater than 45,African-American,0,0,0,3,F,Aggravated Battery,6,Medium,1,Male-African-American
Male,35,25 - 45,African-American,0,0,0,8,M,Battery,6,Medium,0,Male-African-American
Female,39,25 - 45,Caucasian,0,0,0,3,F,arrest case no charge,3,Low,0,Female-Caucasian
Male,21,Less than 25,Hispanic,1,0,0,1,F,Felony Battery (Dom Strang),8,High,1,Male-Hispanic
Male,26,25 - 45,African-American,1,0,0,10,F,arrest case no charge,9,High,1,Male-African-American
Female,21,Less than 25,Caucasian,0,3,1,3,M,Battery,7,Medium,1,Female-Caucasian
Male,37,25 - 45,African-American,0,0,0,8,F,arrest case no charge,5,Medium,0,Male-African-American
Female,56,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Female-Caucasian
Male,30,25 - 45,Caucasian,0,0,0,0,F,Possession of Cannabis,2,Low,0,Male-Caucasian
Male,29,25 - 45,Other,0,0,0,0,F,Agg Battery Grt/Bod/Harm,2,Low,0,Male-Other
Female,27,25 - 45,Caucasian,0,0,0,6,F,Grand Theft (Motor Vehicle),10,High,0,Female-Caucasian
Male,43,25 - 45,African-American,0,0,0,15,M,Resist/Obstruct W/O Violence,9,High,1,Male-African-American
Female,53,Greater than 45,African-American,0,0,0,5,F,Unlicensed Telemarketing,6,Medium,0,Female-African-American
Male,26,25 - 45,African-American,0,1,0,6,M,arrest case no charge,5,Medium,0,Male-African-American
Female,24,Less than 25,Caucasian,0,0,0,1,F,arrest case no charge,6,Medium,0,Female-Caucasian
Male,30,25 - 45,African-American,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",6,Medium,0,Male-African-American
Male,26,25 - 45,African-American,0,0,0,4,F,Driving While License Revoked,9,High,0,Male-African-American
Male,54,Greater than 45,African-American,0,0,0,4,F,arrest case no charge,1,Low,0,Male-African-American
Male,26,25 - 45,Caucasian,0,0,3,10,M,Driving License Suspended,8,High,1,Male-Caucasian
Male,45,Greater than 45,Caucasian,0,0,0,0,F,Felony Battery (Dom Strang),1,Low,0,Male-Caucasian
Male,47,Greater than 45,Caucasian,0,0,0,1,M,Battery,5,Medium,0,Male-Caucasian
Male,31,25 - 45,African-American,0,0,0,2,F,Grand Theft in the 3rd Degree,1,Low,0,Male-African-American
Male,28,25 - 45,African-American,0,0,0,2,F,Pos Cannabis W/Intent Sel/Del,4,Low,0,Male-African-American
Female,21,Less than 25,African-American,0,0,0,0,F,Uttering a Forged Instrument,6,Medium,0,Female-African-American
Male,25,25 - 45,African-American,0,0,1,4,F,Burglary Unoccupied Dwelling,9,High,1,Male-African-American
Male,37,25 - 45,African-American,0,0,0,7,F,Tampering With Physical Evidence,7,Medium,0,Male-African-American
Male,56,Greater than 45,Other,0,0,0,0,M,Battery,1,Low,0,Male-Other
Male,24,Less than 25,African-American,0,0,0,0,M,Driving Under The Influence,3,Low,0,Male-African-American
Male,47,Greater than 45,Caucasian,0,0,0,5,M,DUI Property Damage/Injury,2,Low,0,Male-Caucasian
Male,66,Greater than 45,Caucasian,0,0,0,2,M,Viol Injunct Domestic Violence,3,Low,0,Male-Caucasian
Male,76,Greater than 45,Asian,0,0,0,0,F,Aggravated Assault w/Firearm,1,Low,0,Male-Asian
Male,35,25 - 45,African-American,0,0,0,1,M,Battery,4,Low,0,Male-African-American
Male,24,Less than 25,African-American,0,0,0,0,F,Grand Theft (Motor Vehicle),5,Medium,0,Male-African-American
Male,36,25 - 45,Caucasian,0,0,0,0,F,Possession of Cocaine,3,Low,0,Male-Caucasian
Male,19,Less than 25,African-American,0,0,0,0,F,Resist Officer w/Violence,4,Low,1,Male-African-American
Male,40,25 - 45,African-American,0,0,0,2,F,Felony Driving While Lic Suspd,4,Low,0,Male-African-American
Male,28,25 - 45,Caucasian,0,0,0,0,F,Manufacture Cannabis,3,Low,1,Male-Caucasian
Male,27,25 - 45,Caucasian,0,0,0,0,M,Battery,2,Low,0,Male-Caucasian
Male,25,25 - 45,African-American,0,0,0,7,F,arrest case no charge,6,Medium,0,Male-African-American
Female,24,Less than 25,African-American,0,0,0,0,F,Deliver Cocaine,3,Low,0,Female-African-American
Male,44,25 - 45,Caucasian,0,0,0,0,F,Driving While License Revoked,7,Medium,0,Male-Caucasian
Male,44,25 - 45,African-American,0,0,0,0,F,Felony/Driving Under Influence,1,Low,0,Male-African-American
Female,23,Less than 25,African-American,0,0,0,0,M,Battery,7,Medium,0,Female-African-American
Male,27,25 - 45,African-American,0,0,1,0,F,Cruelty Toward Child,2,Low,0,Male-African-American
Male,55,Greater than 45,Caucasian,0,0,0,0,F,Battery on a Person Over 65,1,Low,0,Male-Caucasian
Male,34,25 - 45,African-American,0,0,0,0,F,Possession of Cocaine,8,High,1,Male-African-American
Male,24,Less than 25,African-American,0,0,0,1,F,arrest case no charge,2,Low,0,Male-African-American
Male,42,25 - 45,African-American,0,0,0,7,F,Driving While License Revoked,1,Low,0,Male-African-American
Male,30,25 - 45,Hispanic,0,0,0,3,M,Driving Under The Influence,4,Low,0,Male-Hispanic
Male,40,25 - 45,Caucasian,0,0,0,6,F,Carrying Concealed Firearm,4,Low,0,Male-Caucasian
Male,30,25 - 45,Other,0,0,0,13,F,Deliver Cannabis,9,High,1,Male-Other
Male,27,25 - 45,Caucasian,0,0,0,1,M,Battery,3,Low,0,Male-Caucasian
Male,37,25 - 45,African-American,0,0,0,3,M,Battery,3,Low,0,Male-African-American
Male,25,25 - 45,African-American,0,0,0,1,F,Possession Of Methamphetamine,2,Low,0,Male-African-American
Male,45,Greater than 45,Caucasian,0,0,0,2,F,arrest case no charge,1,Low,0,Male-Caucasian
Male,31,25 - 45,Caucasian,0,0,0,1,F,Battery on Law Enforc Officer,5,Medium,0,Male-Caucasian
Male,23,Less than 25,African-American,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,5,Medium,0,Male-African-American
Male,21,Less than 25,African-American,0,0,0,0,F,Possession Firearm School Prop,4,Low,0,Male-African-American
Male,35,25 - 45,African-American,0,0,0,0,F,Felony Battery (Dom Strang),1,Low,0,Male-African-American
Female,32,25 - 45,Caucasian,0,0,0,5,F,Burglary Dwelling Assault/Batt,2,Low,0,Female-Caucasian
Male,25,25 - 45,African-American,0,0,0,2,F,arrest case no charge,4,Low,0,Male-African-American
Male,34,25 - 45,Caucasian,0,1,0,15,F,Possession of Cocaine,7,Medium,0,Male-Caucasian
Female,30,25 - 45,African-American,0,0,0,4,F,Crimin Mischief Damage $1000+,5,Medium,0,Female-African-American
Male,37,25 - 45,Caucasian,0,0,0,3,F,Driving While License Revoked,8,High,0,Male-Caucasian
Male,37,25 - 45,African-American,0,0,0,8,M,Battery,5,Medium,0,Male-African-American
Female,31,25 - 45,Caucasian,0,0,0,0,M,Battery,2,Low,0,Female-Caucasian
Male,22,Less than 25,African-American,0,0,0,0,F,Burglary Unoccupied Dwelling,7,Medium,1,Male-African-American
Male,30,25 - 45,African-American,0,0,0,1,M,Battery,2,Low,0,Male-African-American
Female,20,Less than 25,Other,0,0,0,1,M,Battery,4,Low,0,Female-Other
Male,29,25 - 45,African-American,0,0,0,0,M,Battery,2,Low,0,Male-African-American
Male,24,Less than 25,Caucasian,0,0,0,0,F,Falsely Impersonating Officer,3,Low,0,Male-Caucasian
Female,36,25 - 45,African-American,0,0,0,1,F,Grand Theft in the 3rd Degree,2,Low,0,Female-African-American
Male,23,Less than 25,African-American,0,0,0,0,M,Battery,3,Low,1,Male-African-American
Male,29,25 - 45,African-American,0,0,0,6,F,Felony Driving While Lic Suspd,6,Medium,1,Male-African-American
Female,22,Less than 25,Hispanic,0,0,0,1,F,Possession Of Amphetamine,4,Low,0,Female-Hispanic
Male,29,25 - 45,African-American,0,0,0,4,M,Assault,5,Medium,0,Male-African-American
Female,26,25 - 45,African-American,0,0,0,0,M,Robbery / No Weapon,9,High,0,Female-African-American
Male,32,25 - 45,African-American,0,0,0,1,F,False Imprisonment,2,Low,0,Male-African-American
Male,45,Greater than 45,Hispanic,0,0,0,0,F,Felony Battery (Dom Strang),1,Low,0,Male-Hispanic
Male,30,25 - 45,African-American,0,0,0,1,F,Aggravated Assault W/Dead Weap,2,Low,0,Male-African-American
Male,25,25 - 45,African-American,0,0,0,0,F,Crim Use of Personal ID Info,5,Medium,0,Male-African-American
Male,24,Less than 25,African-American,0,0,0,5,F,"Poss3,4 Methylenedioxymethcath",6,Medium,0,Male-African-American
Male,29,25 - 45,Caucasian,0,0,0,0,M,Battery,1,Low,1,Male-Caucasian
Male,21,Less than 25,Caucasian,0,0,0,1,F,arrest case no charge,5,Medium,0,Male-Caucasian
Female,46,Greater than 45,Caucasian,0,0,0,1,F,arrest case no charge,1,Low,0,Female-Caucasian
Male,47,Greater than 45,Caucasian,0,0,0,2,M,DUI Level 0.15 Or Minor In Veh,1,Low,0,Male-Caucasian
Male,30,25 - 45,African-American,0,0,0,13,F,Felony Battery,10,High,1,Male-African-American
Male,26,25 - 45,African-American,0,0,0,2,M,Possess Cannabis/20 Grams Or Less,5,Medium,0,Male-African-American
Female,42,25 - 45,Caucasian,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,2,Low,0,Female-Caucasian
Male,34,25 - 45,African-American,0,0,0,1,M,Battery,2,Low,0,Male-African-American
Female,69,Greater than 45,Caucasian,0,0,0,2,M,Leaving Acc/Unattended Veh,1,Low,0,Female-Caucasian
Male,24,Less than 25,Caucasian,0,0,1,5,F,arrest case no charge,5,Medium,1,Male-Caucasian
Male,45,Greater than 45,African-American,0,0,0,1,M,Resist/Obstruct W/O Violence,1,Low,0,Male-African-American
Male,52,Greater than 45,African-American,0,0,0,2,M,DUI Property Damage/Injury,1,Low,0,Male-African-American
Male,30,25 - 45,Caucasian,0,0,0,0,F,Felony Battery (Dom Strang),1,Low,0,Male-Caucasian
Female,26,25 - 45,Hispanic,0,0,0,0,M,Battery,3,Low,0,Female-Hispanic
Male,30,25 - 45,Hispanic,0,0,0,0,M,DUI Property Damage/Injury,1,Low,0,Male-Hispanic
Female,22,Less than 25,African-American,0,0,0,0,F,Robbery / No Weapon,6,Medium,0,Female-African-American
Male,35,25 - 45,African-American,0,0,0,6,F,arrest case no charge,3,Low,0,Male-African-American
Male,35,25 - 45,African-American,0,0,0,1,M,Battery,6,Medium,0,Male-African-American
Male,25,25 - 45,African-American,0,0,0,2,F,Grand Theft in the 3rd Degree,6,Medium,0,Male-African-American
Male,58,Greater than 45,Caucasian,0,0,0,3,M,Carry Open/Uncov Bev In Pub,2,Low,0,Male-Caucasian
Male,33,25 - 45,Caucasian,0,0,0,2,M,DUI Level 0.15 Or Minor In Veh,2,Low,0,Male-Caucasian
Male,44,25 - 45,Caucasian,0,0,0,4,F,Driving While License Revoked,3,Low,0,Male-Caucasian
Male,30,25 - 45,African-American,0,0,0,3,F,Grand Theft in the 3rd Degree,5,Medium,0,Male-African-American
Female,39,25 - 45,Hispanic,0,0,0,2,F,arrest case no charge,2,Low,0,Female-Hispanic
Male,28,25 - 45,Caucasian,0,0,0,0,F,Crim Use of Personal ID Info,3,Low,0,Male-Caucasian
Male,34,25 - 45,African-American,0,0,0,1,F,Purchase Cannabis,2,Low,0,Male-African-American
Male,26,25 - 45,African-American,0,0,0,1,F,arrest case no charge,8,High,1,Male-African-American
Male,23,Less than 25,African-American,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,2,Low,0,Male-African-American
Male,31,25 - 45,African-American,0,0,0,0,M,Battery,4,Low,0,Male-African-American
Male,38,25 - 45,Other,0,0,0,1,F,arrest case no charge,1,Low,0,Male-Other
Male,44,25 - 45,African-American,0,0,0,0,F,Felony Driving While Lic Suspd,1,Low,0,Male-African-American
Male,52,Greater than 45,African-American,0,0,0,0,F,Felony Battery (Dom Strang),1,Low,0,Male-African-American
Male,31,25 - 45,African-American,0,0,0,9,F,Aggravated Battery / Pregnant,8,High,1,Male-African-American
Female,21,Less than 25,African-American,0,1,0,2,F,Deliver Cannabis,6,Medium,0,Female-African-American
Male,77,Greater than 45,Caucasian,0,0,0,1,M,DUI Property Damage/Injury,1,Low,0,Male-Caucasian
Male,61,Greater than 45,Caucasian,0,0,0,4,F,Uttering a Forged Instrument,6,Medium,0,Male-Caucasian
Female,41,25 - 45,African-American,0,0,0,0,M,Battery,1,Low,0,Female-African-American
Female,24,Less than 25,Caucasian,0,0,0,0,M,Battery,5,Medium,0,Female-Caucasian
Female,34,25 - 45,African-American,0,0,0,5,F,arrest case no charge,3,Low,0,Female-African-American
Male,27,25 - 45,Hispanic,0,0,0,1,F,"Poss3,4 Methylenedioxymethcath",3,Low,0,Male-Hispanic
Male,30,25 - 45,African-American,0,0,0,1,F,Cruelty Toward Child,1,Low,0,Male-African-American
Male,59,Greater than 45,Hispanic,0,0,0,0,F,Uttering a Forged Instrument,1,Low,0,Male-Hispanic
Male,55,Greater than 45,Caucasian,0,0,0,1,F,Grand Theft in the 3rd Degree,1,Low,1,Male-Caucasian
Male,53,Greater than 45,African-American,0,0,0,5,M,Petit Theft,2,Low,0,Male-African-American
Male,50,Greater than 45,Caucasian,0,0,0,1,M,Battery,2,Low,0,Male-Caucasian
Male,21,Less than 25,Hispanic,0,0,1,2,F,Poss Similitude of Drivers Lic,5,Medium,1,Male-Hispanic
Female,25,25 - 45,Caucasian,0,0,0,0,M,Battery,3,Low,0,Female-Caucasian
Female,31,25 - 45,Caucasian,0,0,0,2,M,Assault,6,Medium,0,Female-Caucasian
Female,26,25 - 45,African-American,0,0,0,1,F,Grand Theft in the 3rd Degree,5,Medium,0,Female-African-American
Male,25,25 - 45,Caucasian,0,0,0,0,M,DUI Property Damage/Injury,2,Low,0,Male-Caucasian
Male,32,25 - 45,African-American,0,0,0,0,M,Battery,1,Low,0,Male-African-American
Male,40,25 - 45,Caucasian,0,0,0,5,F,Pos Cannabis W/Intent Sel/Del,3,Low,0,Male-Caucasian
Male,35,25 - 45,African-American,0,0,0,0,F,Poss Oxycodone W/Int/Sell/Del,3,Low,0,Male-African-American
Male,36,25 - 45,Asian,0,0,0,1,F,arrest case no charge,1,Low,0,Male-Asian
Male,30,25 - 45,Caucasian,0,0,0,2,F,Possession of Cocaine,2,Low,0,Male-Caucasian
Male,30,25 - 45,African-American,0,0,0,0,F,Possession of Cocaine,4,Low,0,Male-African-American
Male,41,25 - 45,African-American,0,0,0,19,F,arrest case no charge,8,High,0,Male-African-American
Female,29,25 - 45,Caucasian,0,0,0,0,F,Possession of Cocaine,7,Medium,0,Female-Caucasian
Male,25,25 - 45,Caucasian,0,0,0,0,F,Possession of Cocaine,5,Medium,0,Male-Caucasian
Male,50,Greater than 45,Caucasian,0,0,0,0,F,Possession Child Pornography,1,Low,0,Male-Caucasian
Male,35,25 - 45,Caucasian,0,0,0,4,F,arrest case no charge,2,Low,0,Male-Caucasian
Male,43,25 - 45,African-American,0,0,0,4,F,arrest case no charge,1,Low,1,Male-African-American
Female,61,Greater than 45,Caucasian,0,0,0,0,F,Possession of Cocaine,1,Low,0,Female-Caucasian
Female,22,Less than 25,African-American,0,0,0,4,F,Possession of Cocaine,9,High,1,Female-African-American
Female,34,25 - 45,African-American,0,0,0,1,M,Battery,2,Low,0,Female-African-American
Male,24,Less than 25,Other,0,0,0,0,F,Conspiracy Dealing Stolen Prop,6,Medium,0,Male-Other
Female,20,Less than 25,African-American,0,0,1,0,M,Battery,7,Medium,1,Female-African-American
Male,30,25 - 45,African-American,0,0,0,0,M,Battery,1,Low,0,Male-African-American
Female,43,25 - 45,African-American,0,0,0,0,M,Battery,1,Low,0,Female-African-American
Male,37,25 - 45,Hispanic,0,0,0,9,F,Deliver Cocaine,5,Medium,0,Male-Hispanic
Female,29,25 - 45,Hispanic,0,0,0,1,F,arrest case no charge,4,Low,0,Female-Hispanic
Female,24,Less than 25,Caucasian,0,0,0,0,M,Battery,6,Medium,0,Female-Caucasian
Male,36,25 - 45,Caucasian,0,0,0,12,F,arrest case no charge,1,Low,0,Male-Caucasian
Male,39,25 - 45,Caucasian,0,0,0,0,F,Felony DUI - Enhanced,1,Low,1,Male-Caucasian
Male,32,25 - 45,African-American,0,0,0,2,M,Battery,5,Medium,0,Male-African-American
Male,38,25 - 45,African-American,0,0,0,0,M,Battery,1,Low,0,Male-African-American
Female,27,25 - 45,African-American,0,0,0,8,F,arrest case no charge,6,Medium,0,Female-African-American
Male,30,25 - 45,African-American,6,0,0,8,M,Battery,9,High,1,Male-African-American
Female,26,25 - 45,Caucasian,0,0,0,1,M,Assault,4,Low,0,Female-Caucasian
Male,37,25 - 45,Caucasian,0,0,0,3,F,Possession of Cocaine,4,Low,0,Male-Caucasian
Male,29,25 - 45,Caucasian,0,0,0,1,F,False Imprisonment,1,Low,0,Male-Caucasian
Male,32,25 - 45,Caucasian,0,0,0,3,F,arrest case no charge,5,Medium,0,Male-Caucasian
Male,21,Less than 25,African-American,0,2,6,8,F,arrest case no charge,9,High,1,Male-African-American
Male,21,Less than 25,Caucasian,0,0,0,1,F,Burglary Unoccupied Dwelling,3,Low,0,Male-Caucasian
Male,47,Greater than 45,Caucasian,0,0,0,13,M,Battery,4,Low,1,Male-Caucasian
Female,36,25 - 45,African-American,0,0,0,4,F,arrest case no charge,2,Low,0,Female-African-American
Male,32,25 - 45,Caucasian,0,0,0,4,M,Battery,2,Low,1,Male-Caucasian
Male,43,25 - 45,Caucasian,0,0,0,1,F,Neglect Child / No Bodily Harm,1,Low,0,Male-Caucasian
Male,27,25 - 45,African-American,0,0,0,2,F,Sale/Del Cannabis At/Near Scho,6,Medium,0,Male-African-American
Male,21,Less than 25,African-American,0,0,0,1,F,arrest case no charge,3,Low,0,Male-African-American
Male,34,25 - 45,Asian,0,0,0,0,M,Battery,2,Low,0,Male-Asian
Male,46,Greater than 45,Hispanic,0,0,0,1,M,Operating W/O Valid License,1,Low,0,Male-Hispanic
Male,40,25 - 45,African-American,2,0,0,23,M,Possess Cannabis/20 Grams Or Less,6,Medium,1,Male-African-American
Male,38,25 - 45,Caucasian,0,0,0,3,M,Disorderly Conduct,3,Low,0,Male-Caucasian
Male,41,25 - 45,African-American,0,0,0,7,F,arrest case no charge,9,High,0,Male-African-American
Male,21,Less than 25,Caucasian,0,0,0,1,F,Burglary Conveyance Assault/Bat,4,Low,0,Male-Caucasian
Female,74,Greater than 45,Caucasian,0,0,0,0,M,Disorderly Intoxication,1,Low,0,Female-Caucasian
Female,27,25 - 45,Hispanic,0,0,0,0,M,Prostitution/Lewd Act Assignation,3,Low,0,Female-Hispanic
Male,30,25 - 45,African-American,0,1,0,1,M,Aggravated Battery / Pregnant,2,Low,0,Male-African-American
Female,33,25 - 45,Caucasian,0,0,0,3,F,Possession Of Heroin,6,Medium,1,Female-Caucasian
Male,24,Less than 25,Caucasian,0,0,0,2,M,Driving Under The Influence,2,Low,0,Male-Caucasian
Male,52,Greater than 45,Asian,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Low,0,Male-Asian
Female,29,25 - 45,Caucasian,0,0,0,0,M,Battery,6,Medium,0,Female-Caucasian
Female,30,25 - 45,Caucasian,0,0,1,1,F,Driving While License Revoked,2,Low,0,Female-Caucasian
Male,33,25 - 45,African-American,0,0,0,0,F,Uttering a Forged Instrument,5,Medium,0,Male-African-American
Male,38,25 - 45,Hispanic,0,0,0,1,F,Felony Battery (Dom Strang),1,Low,0,Male-Hispanic
Female,28,25 - 45,African-American,0,0,0,5,M,arrest case no charge,8,High,0,Female-African-American
Female,52,Greater than 45,African-American,0,0,0,3,F,False 911 Call,1,Low,0,Female-African-American
Male,21,Less than 25,Hispanic,0,0,3,1,F,Possession of Cocaine,8,High,0,Male-Hispanic
Female,22,Less than 25,Hispanic,0,0,0,1,F,arrest case no charge,5,Medium,0,Female-Hispanic
Male,32,25 - 45,Hispanic,0,0,0,3,F,arrest case no charge,3,Low,0,Male-Hispanic
Male,25,25 - 45,African-American,0,0,0,0,F,Corrupt Public Servant,2,Low,1,Male-African-American
Female,27,25 - 45,African-American,0,0,0,0,M,Battery,3,Low,0,Female-African-American
Male,35,25 - 45,Caucasian,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",2,Low,0,Male-Caucasian
Male,40,25 - 45,African-American,0,0,0,2,M,Battery,3,Low,0,Male-African-American
Female,29,25 - 45,Other,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,3,Low,0,Female-Other
Male,24,Less than 25,African-American,0,0,2,2,M,Battery,9,High,1,Male-African-American
Male,24,Less than 25,African-American,5,1,0,10,F,Possession of Cocaine,10,High,1,Male-African-American
Male,26,25 - 45,Hispanic,0,0,0,5,F,Driving While License Revoked,3,Low,0,Male-Hispanic
Male,50,Greater than 45,Caucasian,0,0,0,1,F,Felony Battery (Dom Strang),2,Low,0,Male-Caucasian
Male,51,Greater than 45,Hispanic,0,0,0,0,M,Battery,1,Low,0,Male-Hispanic
Male,29,25 - 45,African-American,0,0,0,3,M,Possess Cannabis/20 Grams Or Less,1,Low,0,Male-African-American
Female,25,25 - 45,Caucasian,0,0,0,0,M,Battery,4,Low,0,Female-Caucasian
Male,46,Greater than 45,Caucasian,0,0,0,1,F,arrest case no charge,3,Low,0,Male-Caucasian
Male,33,25 - 45,African-American,0,0,2,9,M,Battery,7,Medium,1,Male-African-American
Male,31,25 - 45,Hispanic,0,1,0,19,F,"Poss 3,4 MDMA (Ecstasy)",7,Medium,1,Male-Hispanic
Male,21,Less than 25,Other,0,0,0,0,M,Aggravated Assault w/Firearm,4,Low,0,Male-Other
Male,35,25 - 45,African-American,0,0,0,4,F,arrest case no charge,4,Low,0,Male-African-American
Male,26,25 - 45,Other,0,0,0,1,M,Battery,4,Low,0,Male-Other
Male,27,25 - 45,Caucasian,0,0,0,0,M,Battery,5,Medium,0,Male-Caucasian
Male,22,Less than 25,African-American,0,1,3,2,F,Driving While License Revoked,6,Medium,0,Male-African-American
Female,29,25 - 45,African-American,0,0,0,0,F,Aggravated Battery (Firearm),4,Low,1,Female-African-American
Male,31,25 - 45,African-American,0,0,0,0,M,Possession of Cocaine,9,High,0,Male-African-American
Female,29,25 - 45,Hispanic,0,0,0,0,F,Battery on Law Enforc Officer,3,Low,0,Female-Hispanic
Female,65,Greater than 45,Caucasian,0,0,0,0,F,Fraudulent Use of Credit Card,1,Low,0,Female-Caucasian
Female,34,25 - 45,Hispanic,0,0,0,1,M,Battery,3,Low,0,Female-Hispanic
Male,24,Less than 25,Caucasian,0,0,2,6,F,Burglary Conveyance Unoccup,10,High,0,Male-Caucasian
Male,46,Greater than 45,African-American,0,0,0,0,M,DUI Property Damage/Injury,2,Low,0,Male-African-American
Male,29,25 - 45,African-American,0,0,0,7,F,Burglary Dwelling Occupied,3,Low,0,Male-African-American
Female,56,Greater than 45,Caucasian,0,0,0,3,F,Unlicensed Telemarketing,1,Low,0,Female-Caucasian
