age,education-num,race,capital-gain,capital-loss,hours-per-week,income-per-year,sex
52,9,1,15024,0,40,>50K,Male
46,13,1,8614,0,40,>50K,Male
50,16,1,15024,0,60,>50K,Male
34,12,1,0,0,44,<=50K,Male
40,12,0,0,0,40,<=50K,Male
53,13,1,0,0,40,<=50K,Female
24,9,1,0,0,40,<=50K,Female
26,10,1,0,0,45,<=50K,Male
22,12,1,0,0,40,<=50K,Male
36,9,1,0,0,40,<=50K,Male
36,13,1,0,0,45,>50K,Male
43,13,1,0,0,28,<=50K,Female
60,4,1,0,0,40,<=50K,Male
49,14,1,7298,0,40,>50K,Male
34,4,0,0,0,10,<=50K,Male
46,10,1,0,0,40,<=50K,Male
46,13,0,0,0,40,<=50K,Male
69,9,1,0,0,20,<=50K,Male
32,6,1,0,0,40,>50K,Male
40,13,1,0,0,50,>50K,Male
61,3,1,3411,0,45,<=50K,Male
56,10,1,0,0,40,>50K,Male
47,9,1,0,0,40,<=50K,Male
29,9,0,0,0,40,<=50K,Male
37,9,1,0,0,46,<=50K,Male
51,15,1,0,2559,50,>50K,Female
44,14,1,0,1902,40,>50K,Male
33,9,1,0,0,40,<=50K,Female
51,15,1,0,0,80,>50K,Male
24,11,1,0,0,40,<=50K,Male
37,11,1,0,0,40,<=50K,Female
40,10,1,0,0,40,<=50K,Male
34,14,1,0,0,40,<=50K,Male
69,7,1,0,0,20,<=50K,Female
41,11,1,0,0,10,<=50K,Female
40,9,1,0,0,40,<=50K,Male
57,10,0,0,0,40,<=50K,Male
26,13,1,0,0,55,<=50K,Male
53,9,1,0,0,46,>50K,Male
39,13,1,0,0,55,<=50K,Male
51,13,1,0,0,40,<=50K,Female
56,13,1,0,0,40,>50K,Male
51,6,0,0,0,40,<=50K,Female
17,8,1,0,0,20,<=50K,Male
42,10,1,0,1741,50,<=50K,Female
42,10,1,0,0,40,<=50K,Female
29,15,1,27828,0,45,>50K,Male
33,13,1,0,0,40,>50K,Male
43,10,1,0,0,40,<=50K,Male
64,15,1,0,0,9,>50K,Male
40,9,1,0,0,60,>50K,Male
21,3,1,0,0,40,<=50K,Male
31,10,1,0,0,40,<=50K,Male
60,11,0,0,0,40,>50K,Female
32,8,1,0,0,40,>50K,Male
27,9,0,0,0,20,<=50K,Male
40,9,1,0,0,40,<=50K,Female
27,9,1,0,0,40,>50K,Female
18,10,1,0,0,30,<=50K,Male
43,9,0,0,0,40,<=50K,Female
52,9,1,0,0,48,>50K,Male
31,9,1,0,0,85,<=50K,Male
28,9,1,0,0,60,<=50K,Male
44,14,1,0,0,35,<=50K,Female
37,10,1,0,0,84,<=50K,Male
35,13,1,0,0,50,>50K,Male
42,5,0,0,0,40,<=50K,Male
18,6,0,0,0,10,<=50K,Male
46,14,1,0,1977,60,>50K,Male
54,9,1,0,0,40,>50K,Male
54,9,1,0,1672,50,<=50K,Male
56,10,1,0,0,45,<=50K,Female
27,10,1,0,0,50,<=50K,Male
26,13,1,0,0,40,<=50K,Female
41,10,1,0,0,40,<=50K,Male
32,10,1,0,0,40,<=50K,Female
18,9,1,0,0,30,<=50K,Female
36,9,1,0,0,65,<=50K,Male
37,6,1,0,0,40,<=50K,Male
31,3,1,0,0,25,<=50K,Male
46,13,1,0,0,51,<=50K,Male
24,9,1,0,0,40,<=50K,Male
25,13,0,0,0,35,<=50K,Male
55,3,1,0,0,50,<=50K,Male
64,9,1,0,0,40,<=50K,Male
30,13,1,0,0,40,<=50K,Female
65,14,1,0,0,99,<=50K,Male
46,13,1,0,0,40,<=50K,Male
45,14,1,15024,0,60,>50K,Male
18,10,1,0,0,25,<=50K,Female
32,13,1,0,0,40,<=50K,Male
34,16,1,0,0,45,>50K,Male
35,9,1,3137,0,40,<=50K,Male
26,9,1,3325,0,40,<=50K,Male
24,10,1,0,0,35,<=50K,Male
45,9,1,15024,0,80,>50K,Male
36,6,1,0,0,34,<=50K,Female
44,4,0,0,0,40,<=50K,Male
23,10,1,0,0,60,<=50K,Female
57,9,1,0,0,55,<=50K,Male
41,10,1,0,0,60,>50K,Male
20,9,0,0,0,30,<=50K,Male
32,10,1,0,0,36,<=50K,Male
60,9,1,99999,0,40,>50K,Female
38,13,1,0,0,20,<=50K,Female
29,9,1,0,0,45,<=50K,Female
22,9,1,0,0,40,<=50K,Male
21,10,0,0,0,30,<=50K,Male
40,9,1,3137,0,40,<=50K,Male
59,10,1,0,1848,45,>50K,Male
45,14,1,0,0,45,<=50K,Male
76,9,1,0,0,13,<=50K,Female
45,13,1,0,0,40,>50K,Male
49,14,1,0,0,70,<=50K,Female
36,11,0,0,0,60,>50K,Female
22,7,1,0,0,35,<=50K,Male
47,11,1,0,0,44,<=50K,Female
26,9,1,0,0,55,<=50K,Male
21,10,1,0,0,40,<=50K,Male
27,9,1,0,0,15,<=50K,Female
26,13,1,0,0,40,<=50K,Male
20,11,1,0,0,25,<=50K,Female
31,14,1,0,0,45,<=50K,Male
57,14,0,0,0,40,<=50K,Female
39,7,1,0,0,40,<=50K,Female
36,12,0,14344,0,40,>50K,Male
66,10,1,0,0,45,<=50K,Male
34,10,1,0,0,40,<=50K,Male
21,9,1,0,0,40,<=50K,Female
40,13,1,0,1902,32,>50K,Male
49,12,1,0,0,30,<=50K,Female
48,10,1,3325,0,60,<=50K,Female
19,10,1,594,0,24,<=50K,Male
42,7,0,0,0,40,<=50K,Male
59,9,1,0,0,45,<=50K,Male
63,10,1,0,0,40,<=50K,Female
26,9,1,0,0,40,<=50K,Male
41,5,1,0,0,35,<=50K,Female
42,10,1,0,1628,40,<=50K,Male
19,9,1,0,0,20,<=50K,Male
45,7,1,0,0,25,<=50K,Female
47,9,1,0,0,30,>50K,Female
47,9,1,0,0,40,<=50K,Female
34,11,1,0,0,40,<=50K,Male
49,13,1,15024,0,40,>50K,Male
36,9,1,0,0,40,<=50K,Male
53,9,1,0,0,40,>50K,Male
39,9,1,0,0,40,<=50K,Male
52,11,1,0,0,40,<=50K,Male
18,10,1,2176,0,35,<=50K,Female
59,11,0,0,0,40,<=50K,Male
50,9,1,0,0,50,>50K,Male
31,13,0,0,0,40,>50K,Male
41,10,1,0,0,40,>50K,Male
45,12,1,0,0,40,>50K,Male
54,14,1,0,0,40,<=50K,Female
22,9,1,0,0,25,<=50K,Male
50,9,1,7298,0,40,>50K,Male
43,9,1,0,0,40,<=50K,Female
48,13,1,0,0,40,<=50K,Male
24,13,1,2174,0,45,<=50K,Male
54,10,1,15024,0,40,>50K,Male
26,9,1,0,0,40,<=50K,Male
53,13,1,0,0,40,>50K,Male
51,16,1,15024,0,40,>50K,Male
54,14,1,0,1887,44,>50K,Male
32,9,1,0,0,49,>50K,Male
46,9,0,0,0,40,<=50K,Male
52,9,1,0,0,45,<=50K,Female
44,9,1,0,0,40,<=50K,Female
56,10,1,0,1672,40,<=50K,Male
57,9,1,0,0,40,<=50K,Male
35,9,0,0,0,40,<=50K,Female
30,12,1,0,0,40,<=50K,Female
29,10,1,0,0,35,<=50K,Male
49,13,1,7688,0,66,>50K,Male
28,6,1,0,0,40,<=50K,Male
30,10,0,0,0,40,<=50K,Female
45,9,1,0,1980,40,<=50K,Male
17,6,1,0,0,12,<=50K,Male
54,6,1,0,0,40,<=50K,Male
31,10,1,0,0,40,<=50K,Male
54,16,1,0,1977,50,>50K,Male
37,5,1,0,0,50,<=50K,Male
34,9,0,0,0,48,>50K,Male
38,13,1,0,0,40,<=50K,Male
51,10,1,0,0,45,<=50K,Male
41,9,0,0,0,60,<=50K,Male
24,10,1,0,0,40,<=50K,Male
56,13,1,15024,0,50,>50K,Male
33,9,0,0,0,40,<=50K,Male
31,6,1,0,0,40,<=50K,Male
27,10,0,0,0,50,<=50K,Male
32,13,1,0,0,45,<=50K,Male
35,12,1,0,0,40,<=50K,Male
43,10,1,0,0,45,>50K,Male
40,9,1,0,0,36,<=50K,Female
19,9,1,0,0,53,<=50K,Male
23,12,1,0,0,32,<=50K,Male
40,9,1,0,0,40,<=50K,Male
59,9,1,0,0,38,>50K,Male
43,9,1,0,0,40,<=50K,Male
53,9,1,0,0,40,<=50K,Female
26,9,1,0,0,40,<=50K,Male
68,10,1,10605,0,20,>50K,Male
41,13,1,0,0,48,>50K,Male
32,9,1,0,0,40,<=50K,Male
25,13,1,0,0,40,<=50K,Male
20,9,1,0,0,40,<=50K,Male
22,10,1,0,0,15,<=50K,Male
33,6,1,0,0,40,<=50K,Male
26,10,1,0,0,40,<=50K,Male
29,9,0,0,0,25,<=50K,Female
20,9,1,0,0,23,<=50K,Female
58,10,1,0,0,40,<=50K,Female
32,9,1,0,0,40,<=50K,Male
23,12,1,0,0,25,<=50K,Female
30,5,1,0,0,40,<=50K,Male
67,10,1,0,0,8,<=50K,Male
26,12,1,0,0,32,<=50K,Female
53,9,1,0,0,35,<=50K,Male
27,9,1,0,0,60,<=50K,Male
29,10,1,0,0,65,<=50K,Male
38,16,1,0,0,40,>50K,Male
17,5,0,0,0,40,<=50K,Female
48,14,1,0,0,40,>50K,Male
28,12,1,0,0,40,<=50K,Female
18,10,1,0,0,15,<=50K,Male
28,10,1,0,0,30,<=50K,Male
34,10,1,0,0,40,<=50K,Male
62,9,1,0,0,40,>50K,Male
46,3,1,0,0,40,<=50K,Male
30,10,1,0,0,40,<=50K,Female
20,10,1,0,0,40,<=50K,Male
29,9,1,2174,0,50,<=50K,Male
55,10,0,0,0,25,<=50K,Male
20,10,1,0,0,24,<=50K,Male
54,6,0,0,0,40,<=50K,Male
27,6,1,0,0,30,<=50K,Male
43,10,1,0,0,55,<=50K,Male
48,14,1,0,0,72,<=50K,Male
34,13,1,0,0,40,<=50K,Male
29,13,1,0,0,40,<=50K,Female
37,11,1,0,0,40,<=50K,Female
56,10,1,0,0,40,>50K,Male
58,6,1,0,0,40,>50K,Male
54,13,0,0,0,40,<=50K,Male
45,10,1,0,0,41,<=50K,Male
29,9,1,0,0,40,<=50K,Male
26,12,1,0,0,40,<=50K,Female
43,9,0,0,0,40,>50K,Male
33,9,1,0,0,40,<=50K,Male
45,10,1,3103,0,42,<=50K,Male
25,10,1,0,0,30,<=50K,Male
25,9,1,0,0,40,<=50K,Male
37,12,1,0,0,40,<=50K,Male
20,9,1,0,0,25,<=50K,Male
39,14,1,0,1977,24,>50K,Female
17,6,1,0,0,20,<=50K,Female
27,9,1,0,0,40,<=50K,Male
26,9,0,0,0,40,<=50K,Female
55,3,1,0,0,40,<=50K,Male
39,7,1,0,0,60,<=50K,Male
41,9,1,0,0,40,<=50K,Female
34,2,1,0,0,40,<=50K,Male
51,11,1,0,0,50,>50K,Male
40,10,1,0,0,40,<=50K,Male
58,12,1,0,1740,40,<=50K,Male
23,9,1,0,0,40,<=50K,Female
45,14,1,0,0,50,>50K,Male
51,13,1,7688,0,50,>50K,Male
43,10,1,0,0,40,<=50K,Male
25,13,1,2597,0,50,<=50K,Female
36,13,1,2407,0,40,<=50K,Male
58,9,1,0,0,50,<=50K,Male
33,9,1,0,0,40,<=50K,Male
60,11,1,0,0,40,<=50K,Male
24,9,0,0,0,40,<=50K,Male
45,9,1,0,0,46,<=50K,Female
49,9,1,0,0,40,<=50K,Female
19,8,1,0,0,40,<=50K,Female
34,10,0,0,0,38,<=50K,Female
42,13,1,0,0,40,<=50K,Male
25,9,1,0,0,50,<=50K,Female
59,3,1,2580,0,15,<=50K,Male
28,9,1,2885,0,40,<=50K,Male
19,7,1,0,0,30,<=50K,Male
31,13,1,0,0,40,<=50K,Female
58,13,1,0,0,48,<=50K,Male
47,9,1,0,0,50,>50K,Male
30,13,1,0,0,40,>50K,Male
41,4,0,0,0,40,<=50K,Male
43,10,1,4934,0,51,>50K,Male
48,9,1,0,2001,40,<=50K,Female
44,13,1,0,0,50,>50K,Male
44,10,0,0,0,40,<=50K,Female
24,13,0,0,0,40,<=50K,Female
28,9,1,0,0,43,<=50K,Male
50,9,1,0,0,10,<=50K,Female
33,10,1,0,0,40,>50K,Male
23,13,1,0,0,50,<=50K,Female
46,6,1,0,0,40,<=50K,Male
21,10,1,0,0,10,<=50K,Male
52,5,0,0,0,30,<=50K,Female
26,13,1,0,0,50,<=50K,Male
27,13,1,0,0,12,<=50K,Male
28,7,1,0,0,40,<=50K,Female
50,13,1,0,0,60,>50K,Male
28,9,1,0,0,35,<=50K,Male
61,7,1,0,0,20,<=50K,Male
32,4,1,0,0,35,<=50K,Female
30,10,1,0,0,40,<=50K,Male
51,13,1,0,0,40,<=50K,Female
40,10,1,0,2444,40,>50K,Male
36,9,1,0,2258,70,<=50K,Male
28,10,0,0,0,24,<=50K,Male
49,12,1,0,0,45,>50K,Male
61,4,1,0,0,30,<=50K,Male
41,13,1,0,0,60,>50K,Male
55,9,1,0,0,30,<=50K,Female
36,13,1,0,0,40,<=50K,Female
21,10,1,0,0,40,<=50K,Female
57,10,1,0,0,45,>50K,Male
49,15,1,99999,0,37,>50K,Male
59,7,1,0,0,40,<=50K,Male
41,10,1,0,0,80,>50K,Male
59,10,1,0,0,40,<=50K,Male
20,9,1,0,0,25,<=50K,Male
42,10,0,0,0,40,<=50K,Female
41,14,1,0,0,60,<=50K,Female
45,13,1,0,0,50,>50K,Male
42,12,1,0,0,45,>50K,Female
25,13,1,0,0,40,<=50K,Male
45,9,1,0,1887,40,>50K,Male
58,9,1,15024,0,40,>50K,Male
39,9,1,0,0,40,<=50K,Male
34,9,1,0,0,40,>50K,Male
22,10,1,0,0,40,<=50K,Male
44,9,1,0,0,50,>50K,Male
53,10,1,0,0,40,<=50K,Female
27,5,1,0,0,40,<=50K,Male
60,9,1,0,0,25,<=50K,Female
46,13,1,3103,0,40,>50K,Male
56,15,1,99999,0,40,>50K,Male
36,13,1,27828,0,40,>50K,Male
56,9,1,0,0,32,<=50K,Female
29,13,1,0,1740,70,<=50K,Male
19,6,1,0,0,39,<=50K,Male
38,9,1,0,0,40,<=50K,Male
40,10,1,0,0,40,>50K,Male
52,12,1,0,0,55,>50K,Male
22,10,1,0,0,40,<=50K,Female
32,9,1,0,0,25,<=50K,Female
27,13,1,0,0,40,<=50K,Female
25,13,1,0,0,40,<=50K,Female
36,14,0,0,0,40,>50K,Male
22,8,0,0,0,40,<=50K,Male
32,9,1,0,0,45,<=50K,Male
37,13,0,0,0,40,<=50K,Female
22,9,1,0,0,54,<=50K,Male
29,9,1,0,0,40,>50K,Female
42,1,1,0,0,25,<=50K,Male
45,11,1,0,0,38,<=50K,Female
33,13,1,0,0,45,<=50K,Female
39,10,1,0,0,40,<=50K,Female
27,8,1,0,0,45,<=50K,Male
53,13,1,0,0,50,>50K,Female
30,13,1,0,0,40,<=50K,Female
52,10,0,0,0,35,<=50K,Male
43,13,1,15024,0,60,>50K,Male
47,14,1,0,0,35,>50K,Male
61,9,0,0,0,40,<=50K,Male
39,14,0,0,0,40,<=50K,Male
47,10,1,0,0,50,<=50K,Male
19,9,1,0,0,25,<=50K,Male
37,10,1,3464,0,40,<=50K,Male
31,9,1,0,0,51,<=50K,Male
69,11,1,0,0,8,<=50K,Male
29,9,1,0,0,40,<=50K,Male
24,10,0,0,0,14,<=50K,Male
42,9,1,0,0,40,<=50K,Male
30,13,1,0,0,72,>50K,Male
28,14,1,0,0,80,>50K,Female
27,11,1,0,0,40,<=50K,Male
53,9,0,0,0,40,<=50K,Female
35,9,1,0,1651,40,<=50K,Male
22,8,1,0,0,40,<=50K,Male
25,9,0,0,0,40,<=50K,Male
38,13,0,0,1887,40,>50K,Female
27,13,1,0,0,35,<=50K,Female
30,5,1,0,0,37,<=50K,Male
27,13,1,0,0,50,<=50K,Female
25,13,1,0,0,40,<=50K,Male
32,9,1,0,0,40,<=50K,Female
70,6,1,0,0,45,<=50K,Male
50,9,1,0,0,40,<=50K,Male
40,10,1,0,0,35,<=50K,Female
34,7,0,0,0,55,<=50K,Male
57,9,1,0,0,50,<=50K,Male
39,14,1,0,0,32,<=50K,Female
49,10,1,0,0,40,<=50K,Female
43,10,1,5178,0,40,>50K,Male
26,9,1,0,0,45,<=50K,Female
31,10,0,0,0,40,<=50K,Female
60,10,1,0,0,50,<=50K,Male
46,14,1,15024,0,50,>50K,Male
26,10,1,7298,0,55,>50K,Male
27,15,1,0,0,40,<=50K,Female
31,10,0,0,0,40,<=50K,Female
59,9,1,0,0,50,<=50K,Female
18,10,1,0,0,24,<=50K,Female
22,10,1,0,0,45,<=50K,Male
24,12,1,0,0,20,<=50K,Female
53,6,1,0,0,40,>50K,Male
43,9,1,0,0,42,>50K,Male
24,10,1,0,0,50,>50K,Male
60,6,1,0,0,40,<=50K,Female
24,9,1,0,0,40,<=50K,Male
52,9,0,0,0,40,<=50K,Male
32,11,1,0,0,99,>50K,Male
34,6,1,0,0,35,<=50K,Female
35,12,1,0,0,40,>50K,Male
38,5,1,0,0,40,<=50K,Male
34,9,1,4508,0,90,<=50K,Male
53,15,1,0,0,50,>50K,Female
23,9,1,0,0,40,<=50K,Female
40,10,1,0,0,40,<=50K,Male
40,9,1,0,0,40,<=50K,Male
50,9,1,0,0,60,>50K,Male
17,6,1,0,0,20,<=50K,Female
53,13,1,0,1876,54,<=50K,Female
32,13,1,0,0,50,>50K,Male
18,7,1,0,0,16,<=50K,Male
62,6,1,0,0,40,<=50K,Female
45,14,1,0,0,40,<=50K,Male
46,16,1,0,0,70,<=50K,Male
73,4,1,0,0,40,<=50K,Male
64,16,1,0,0,60,>50K,Male
26,13,1,0,0,45,>50K,Female
23,9,1,0,0,48,<=50K,Male
30,9,1,0,0,40,<=50K,Male
51,10,1,0,0,40,<=50K,Female
35,13,1,0,0,55,<=50K,Female
39,10,1,13550,0,45,>50K,Female
35,14,0,0,0,40,>50K,Male
41,9,1,0,0,40,<=50K,Female
31,10,1,4650,0,40,<=50K,Male
40,13,1,0,0,50,>50K,Male
46,15,0,0,0,40,>50K,Male
31,9,1,0,0,30,<=50K,Female
41,10,1,0,0,40,<=50K,Female
42,13,1,3137,0,40,<=50K,Male
23,9,1,0,0,40,<=50K,Male
49,10,1,0,0,45,>50K,Male
53,11,0,0,0,40,<=50K,Male
38,13,1,4787,0,43,>50K,Female
36,12,0,0,0,40,<=50K,Female
32,10,1,0,0,72,<=50K,Male
20,7,1,0,0,40,<=50K,Male
22,10,0,0,0,32,<=50K,Female
25,11,0,0,0,40,<=50K,Male
58,9,1,0,1902,40,<=50K,Male
24,10,1,0,0,20,<=50K,Male
48,9,1,8614,0,40,>50K,Male
20,2,1,0,0,30,<=50K,Male
60,10,1,0,0,40,>50K,Male
20,9,1,0,0,30,<=50K,Male
52,10,1,0,0,45,>50K,Male
36,9,1,0,0,40,>50K,Female
46,13,0,0,0,40,>50K,Male
22,7,1,0,0,25,<=50K,Female
19,10,1,0,0,35,<=50K,Female
37,9,1,0,0,40,<=50K,Male
30,11,1,0,0,40,>50K,Female
44,12,1,0,0,25,<=50K,Male
22,9,1,0,0,45,<=50K,Male
31,13,1,3908,0,50,<=50K,Male
17,7,1,0,0,40,<=50K,Male
21,9,1,0,0,40,<=50K,Male
67,14,1,0,0,40,>50K,Male
46,4,1,0,0,40,<=50K,Male
29,9,1,0,0,50,<=50K,Male
20,10,1,0,0,6,<=50K,Female
27,10,1,0,0,24,<=50K,Male
35,10,1,0,0,40,>50K,Male
19,10,1,0,0,30,<=50K,Female
36,8,1,0,0,40,<=50K,Female
43,13,1,15024,0,50,>50K,Male
62,13,1,0,0,40,<=50K,Male
28,15,1,0,2339,40,<=50K,Male
18,7,1,0,0,15,<=50K,Female
59,15,0,15024,0,50,>50K,Male
37,13,1,0,0,40,<=50K,Male
27,10,0,0,0,40,<=50K,Male
46,14,1,0,0,43,<=50K,Female
29,7,1,0,2754,42,<=50K,Female
33,13,1,0,0,40,>50K,Female
62,9,1,0,0,40,<=50K,Male
46,16,1,0,2415,55,>50K,Male
28,6,1,0,0,40,<=50K,Male
22,10,1,0,0,35,<=50K,Female
46,14,1,0,1887,40,>50K,Male
54,10,1,0,1977,40,>50K,Male
34,9,1,0,0,72,<=50K,Male
62,13,1,0,0,20,>50K,Male
30,10,1,0,0,40,<=50K,Male
19,9,1,0,0,20,<=50K,Male
27,11,1,0,0,45,<=50K,Male
36,10,1,0,0,50,>50K,Male
52,13,1,0,0,40,>50K,Male
47,8,1,0,0,55,<=50K,Female
57,9,1,0,0,40,<=50K,Female
64,10,1,0,0,40,<=50K,Female
53,7,1,0,0,47,<=50K,Female
53,13,1,0,0,44,>50K,Male
31,10,0,0,0,40,<=50K,Male
41,13,1,7688,0,45,>50K,Male
45,9,0,0,0,40,<=50K,Female
45,9,1,0,0,40,<=50K,Female
23,10,1,0,0,28,<=50K,Female
39,14,1,0,0,72,<=50K,Male
31,11,1,0,0,40,<=50K,Male
35,13,1,0,0,45,<=50K,Male
54,14,1,7688,0,60,>50K,Male
40,13,1,5455,0,40,<=50K,Female
55,13,1,0,0,40,>50K,Male
31,9,1,0,0,40,<=50K,Male
58,7,1,0,0,60,<=50K,Male
31,16,1,0,1977,99,>50K,Male
46,9,1,0,0,40,<=50K,Female
38,11,1,0,0,40,<=50K,Male
22,10,1,594,0,25,<=50K,Female
48,9,1,0,0,60,<=50K,Male
73,13,1,0,0,15,<=50K,Male
25,13,1,0,0,45,>50K,Male
53,10,1,0,0,40,<=50K,Male
46,10,1,7298,0,45,>50K,Male
37,13,0,0,0,40,<=50K,Female
30,9,1,0,0,50,<=50K,Male
29,9,1,0,0,40,<=50K,Male
29,10,1,0,0,40,<=50K,Male
58,14,1,0,0,40,>50K,Male
42,4,0,0,0,50,<=50K,Female
62,5,0,0,0,24,<=50K,Male
45,13,0,7298,0,40,>50K,Male
38,13,1,0,0,40,>50K,Male
36,13,1,0,0,50,>50K,Male
42,4,1,0,0,30,<=50K,Male
47,14,1,15024,0,35,>50K,Male
42,10,1,0,0,40,<=50K,Male
43,10,0,0,0,38,>50K,Female
37,11,1,0,0,40,>50K,Male
36,10,1,7298,0,39,>50K,Female
27,13,0,0,0,40,<=50K,Female
54,3,1,0,0,40,<=50K,Male
48,9,1,0,1902,40,>50K,Male
29,9,1,0,0,30,<=50K,Female
29,9,1,0,0,38,<=50K,Male
37,10,1,0,0,47,<=50K,Male
55,10,1,0,0,40,<=50K,Male
67,9,0,0,0,20,<=50K,Female
51,9,1,0,0,30,<=50K,Male
35,14,1,0,0,32,<=50K,Female
64,9,1,0,0,40,<=50K,Female
23,3,1,0,0,55,<=50K,Male
49,13,0,0,0,35,<=50K,Female
38,13,1,0,0,70,<=50K,Male
62,9,0,0,0,40,<=50K,Female
62,4,1,0,0,10,<=50K,Male
45,14,1,0,0,40,<=50K,Male
20,12,1,0,0,40,<=50K,Female
38,9,1,0,0,48,<=50K,Male
50,13,1,0,0,40,<=50K,Male
40,10,0,0,0,55,>50K,Male
30,9,1,0,0,70,<=50K,Male
52,10,1,0,0,40,<=50K,Female
28,13,0,0,0,50,>50K,Male
62,9,1,0,0,30,<=50K,Male
31,9,1,0,0,40,<=50K,Female
40,9,1,0,0,40,>50K,Male
34,9,1,0,1590,40,<=50K,Female
53,10,1,0,0,40,>50K,Male
42,8,1,0,0,40,<=50K,Male
26,10,1,0,0,25,<=50K,Male
51,9,1,0,0,40,>50K,Male
49,14,1,0,0,50,>50K,Male
43,9,1,0,0,40,<=50K,Male
42,10,1,0,0,40,<=50K,Male
31,7,0,0,0,40,<=50K,Female
26,9,0,0,0,40,<=50K,Male
50,13,0,0,0,40,<=50K,Female
35,9,1,0,0,40,<=50K,Male
37,10,1,0,0,40,<=50K,Female
20,10,1,0,0,16,<=50K,Male
31,15,1,0,0,40,>50K,Male
28,9,1,0,0,35,<=50K,Male
46,9,0,0,0,40,>50K,Male
21,10,1,0,0,8,<=50K,Female
41,14,1,7298,0,70,>50K,Male
30,13,1,0,0,70,>50K,Male
66,13,1,0,0,70,<=50K,Male
37,10,1,0,0,60,>50K,Male
74,4,1,0,0,20,<=50K,Female
46,10,0,0,0,70,>50K,Male
51,14,1,0,1977,50,>50K,Male
33,13,1,15024,0,50,>50K,Male
30,3,1,3464,0,40,<=50K,Male
47,13,1,0,0,50,>50K,Male
49,13,1,0,0,40,<=50K,Female
53,9,0,0,0,48,<=50K,Female
24,11,1,0,0,40,<=50K,Male
54,9,1,0,0,50,<=50K,Male
32,10,1,0,0,40,<=50K,Male
45,10,1,0,0,45,<=50K,Male
46,9,1,3325,0,45,<=50K,Male
37,10,1,0,0,65,<=50K,Male
48,14,1,0,0,61,>50K,Male
25,13,1,0,0,40,<=50K,Female
27,10,1,0,0,40,<=50K,Female
69,9,1,0,0,8,<=50K,Male
38,13,1,0,0,52,>50K,Male
47,8,0,0,0,40,<=50K,Female
30,10,1,0,0,60,<=50K,Female
46,9,1,3674,0,30,<=50K,Male
27,15,1,0,0,45,<=50K,Female
19,10,1,0,0,35,<=50K,Male
18,9,1,3103,0,40,<=50K,Female
24,7,1,0,0,50,>50K,Male
32,13,1,0,0,40,<=50K,Female
38,9,0,0,0,40,<=50K,Male
19,1,1,0,0,36,<=50K,Male
28,10,1,0,0,40,<=50K,Male
39,14,1,0,0,55,<=50K,Female
38,10,0,0,0,60,<=50K,Male
42,9,1,0,0,40,>50K,Female
31,10,1,0,0,40,>50K,Female
46,5,1,0,0,40,<=50K,Female
53,10,1,0,0,54,<=50K,Female
21,12,1,0,0,15,<=50K,Male
48,9,1,0,0,50,<=50K,Male
46,9,1,3103,0,52,>50K,Female
30,9,1,0,0,45,<=50K,Male
24,9,0,0,0,40,<=50K,Male
32,6,1,0,0,50,<=50K,Male
30,9,1,0,0,40,<=50K,Female
57,16,1,0,0,50,<=50K,Female
56,4,1,0,0,40,<=50K,Male
27,9,0,0,0,37,<=50K,Female
38,13,1,0,0,40,<=50K,Male
19,9,1,0,0,40,<=50K,Male
61,10,1,0,0,50,>50K,Male
49,11,1,0,0,40,<=50K,Female
28,9,1,0,0,38,<=50K,Male
50,14,1,0,0,55,>50K,Male
43,13,1,0,0,84,>50K,Male
34,9,0,0,0,48,<=50K,Female
28,7,1,0,0,40,<=50K,Male
31,10,1,0,0,40,<=50K,Male
55,9,0,0,0,44,<=50K,Female
26,13,1,0,0,45,>50K,Female
51,16,0,0,0,40,>50K,Female
35,9,1,0,0,40,<=50K,Male
42,12,0,0,0,31,<=50K,Female
31,14,1,0,0,30,<=50K,Male
22,9,1,0,0,20,<=50K,Male
67,9,1,0,0,60,<=50K,Male
63,9,1,0,0,24,<=50K,Female
31,9,1,0,0,40,>50K,Male
17,7,1,0,0,40,<=50K,Male
41,9,0,0,0,40,<=50K,Male
53,4,1,0,0,38,<=50K,Male
44,10,0,0,0,99,<=50K,Male
24,13,1,0,0,40,<=50K,Male
35,11,1,0,0,35,<=50K,Male
61,10,1,0,0,40,>50K,Female
31,12,0,0,0,40,<=50K,Female
44,13,1,5178,0,40,>50K,Male
56,9,1,0,0,36,>50K,Male
66,12,1,0,0,40,<=50K,Female
45,10,0,0,0,40,<=50K,Male
69,13,1,20051,0,45,>50K,Male
64,9,1,0,0,40,<=50K,Male
38,9,1,0,0,36,>50K,Female
43,10,0,0,0,40,<=50K,Male
37,9,1,0,0,49,<=50K,Male
19,9,1,0,0,16,<=50K,Female
59,9,1,0,0,40,<=50K,Male
50,10,1,0,0,40,<=50K,Male
33,13,1,0,0,50,>50K,Male
56,10,1,0,0,45,>50K,Male
28,11,1,0,0,40,<=50K,Male
27,9,1,0,0,34,<=50K,Female
34,9,1,0,0,40,<=50K,Male
19,7,1,0,0,30,<=50K,Male
68,9,1,0,0,40,>50K,Male
28,14,1,0,0,38,>50K,Male
22,9,1,0,0,40,<=50K,Male
58,12,1,0,0,40,<=50K,Female
31,10,1,0,0,25,<=50K,Female
17,7,1,0,0,30,<=50K,Male
25,10,1,10520,0,50,>50K,Male
23,10,0,0,0,23,<=50K,Female
