sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,decile_score,score_text
Female,29,25 - 45,African-American,0,0,0,1,M,Refuse to Supply DNA Sample,2,Low
Male,46,Greater than 45,Caucasian,0,0,0,0,F,Stalking (Aggravated),1,Low
Male,23,Less than 25,Hispanic,0,0,0,2,F,Sel/Pur/Mfr/Del Control Substa,5,Medium
Male,34,25 - 45,African-American,0,0,0,27,F,Felony Petit Theft,9,High
Male,27,25 - 45,African-American,0,0,0,3,F,arrest case no charge,3,Low
Male,37,25 - 45,African-American,0,0,0,8,F,Burglary Unoccupied Dwelling,2,Low
Male,28,25 - 45,African-American,0,1,0,8,F,Resist Officer w/Violence,6,Medium
Male,33,25 - 45,Caucasian,0,0,0,7,F,Felony Battery (Dom Strang),8,High
Male,23,Less than 25,Caucasian,0,0,3,0,M,Battery,4,Low
Male,19,Less than 25,Hispanic,1,0,0,1,F,arrest case no charge,9,High
Male,30,25 - 45,Caucasian,0,0,0,1,M,Driving Under The Influence,3,Low
Female,40,25 - 45,African-American,0,0,0,0,F,Grand Theft in the 1st Degree,1,Low
Male,59,Greater than 45,African-American,0,0,0,4,M,Battery,2,Low
Male,27,25 - 45,African-American,0,0,0,3,M,Leave Accd/Attend Veh/Less $50,7,Medium
Male,58,Greater than 45,Caucasian,0,0,0,1,F,Fel Drive License Perm Revoke,1,Low
Male,27,25 - 45,African-American,0,0,0,0,F,Aggravated Assault W/Dead Weap,8,High
Male,30,25 - 45,African-American,1,0,0,5,F,Aggravated Assault W/dead Weap,9,High
Male,23,Less than 25,African-American,0,1,1,1,F,Possession Burglary Tools,2,Low
Male,32,25 - 45,Caucasian,0,0,0,2,F,Possession Of Heroin,4,Low
Male,21,Less than 25,African-American,0,0,0,0,M,Battery,3,Low
Female,43,25 - 45,Caucasian,0,0,0,0,M,Battery,2,Low
Male,29,25 - 45,African-American,0,0,0,0,F,Poss of Cocaine W/I/D/S 1000FT Park,8,High
Male,43,25 - 45,African-American,0,0,0,1,F,Robbery Sudd Snatch No Weapon,3,Low
Male,25,25 - 45,African-American,0,0,0,1,F,arrest case no charge,2,Low
Male,47,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low
Female,21,Less than 25,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,5,Medium
Male,54,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low
Female,28,25 - 45,African-American,0,0,0,2,M,Battery,2,Low
Male,37,25 - 45,Hispanic,0,0,0,3,F,arrest case no charge,1,Low
Male,34,25 - 45,African-American,0,0,0,2,F,Felony Driving While Lic Suspd,4,Low
Female,60,Greater than 45,Caucasian,0,0,0,0,F,Battery on Law Enforc Officer,1,Low
Male,22,Less than 25,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,4,Low
Male,29,25 - 45,African-American,0,0,0,0,F,Felony Battery (Dom Strang),2,Low
Male,28,25 - 45,African-American,0,0,1,5,M,arrest case no charge,6,Medium
Female,35,25 - 45,African-American,0,0,0,0,F,Possession of Cocaine,3,Low
Male,23,Less than 25,African-American,0,0,0,1,F,Felony Batt(Great Bodily Harm),4,Low
Male,35,25 - 45,Hispanic,0,1,0,12,F,Aggravated Assault W/Dead Weap,9,High
Male,25,25 - 45,African-American,0,0,0,4,F,Crim Use of Personal ID Info,6,Medium
Male,28,25 - 45,Hispanic,0,0,0,0,F,Grand Theft in the 3rd Degree,4,Low
Male,47,Greater than 45,African-American,0,0,0,23,F,Poss Wep Conv Felon,7,Medium
Male,29,25 - 45,African-American,0,1,0,13,F,Poss Pyrrolidinovalerophenone,10,High
Male,26,25 - 45,African-American,0,0,0,9,F,Drivg While Lic Suspd/Revk/Can,8,High
Male,28,25 - 45,Caucasian,0,0,0,0,F,"Deliver 3,4 Methylenediox",7,Medium
Male,48,Greater than 45,Caucasian,0,0,0,1,M,Driving Under The Influence,1,Low
Male,42,25 - 45,African-American,0,0,0,7,M,Driving License Suspended,5,Medium
Male,39,25 - 45,African-American,0,0,0,5,F,Grand Theft in the 3rd Degree,7,Medium
Male,55,Greater than 45,Caucasian,0,0,0,0,M,Battery,5,Medium
Male,25,25 - 45,African-American,0,0,0,0,F,Poss Tetrahydrocannabinols,2,Low
Male,32,25 - 45,Caucasian,0,0,2,6,M,Refuse Submit Blood/Breath Test,7,Medium
Male,36,25 - 45,African-American,0,0,0,2,F,Driving While License Revoked,5,Medium
Male,21,Less than 25,African-American,0,0,0,3,F,arrest case no charge,7,Medium
Male,67,Greater than 45,Caucasian,0,0,0,2,M,Refuse Submit Blood/Breath Test,1,Low
Female,22,Less than 25,Other,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,4,Low
Male,23,Less than 25,African-American,0,0,0,2,M,Criminal Mischief,8,High
Female,49,Greater than 45,African-American,0,0,0,14,M,Battery,7,Medium
Male,32,25 - 45,Caucasian,0,0,0,9,M,Trespass Other Struct/Conve,7,Medium
Male,41,25 - 45,Caucasian,0,0,0,9,M,Battery,6,Medium
Male,25,25 - 45,African-American,0,0,0,1,M,Battery,3,Low
Male,28,25 - 45,African-American,0,0,0,1,F,Aggrav Stalking After Injunctn,4,Low
Male,54,Greater than 45,Caucasian,0,0,0,0,F,Agg Battery Grt/Bod/Harm,1,Low
Male,43,25 - 45,Caucasian,0,0,0,0,M,DUI Property Damage/Injury,4,Low
Male,30,25 - 45,African-American,4,1,0,11,F,Pos Cannabis W/Intent Sel/Del,10,High
Male,27,25 - 45,Caucasian,0,1,3,4,M,Battery,4,Low
Male,28,25 - 45,African-American,0,0,0,0,M,Battery,2,Low
Male,24,Less than 25,African-American,0,0,0,0,M,Possess Drug Paraphernalia,7,Medium
Male,24,Less than 25,Hispanic,0,0,0,11,F,Solicit Deliver Cocaine,10,High
Male,36,25 - 45,Caucasian,0,0,0,5,M,Viol Injunct Domestic Violence,3,Low
Male,27,25 - 45,Caucasian,0,0,0,1,F,arrest case no charge,9,High
Male,24,Less than 25,African-American,0,0,0,0,F,Felon in Pos of Firearm or Amm,10,High
Male,66,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low
Female,36,25 - 45,Caucasian,0,0,1,3,F,Possession of Cocaine,4,Low
Male,53,Greater than 45,Hispanic,0,0,0,9,F,Felony Petit Theft,8,High
Male,23,Less than 25,Caucasian,0,0,0,1,F,Possession of Cocaine,3,Low
Female,22,Less than 25,African-American,0,0,0,0,M,Battery,7,Medium
Male,25,25 - 45,Hispanic,0,0,1,1,F,Crimin Mischief Damage $1000+,3,Low
Male,51,Greater than 45,Asian,0,0,0,1,F,arrest case no charge,1,Low
Female,58,Greater than 45,African-American,0,0,0,3,M,arrest case no charge,1,Low
Male,24,Less than 25,Caucasian,0,1,2,3,M,DUI Level 0.15 Or Minor In Veh,5,Medium
Male,22,Less than 25,African-American,0,0,0,0,F,Burglary Dwelling Armed,3,Low
Male,20,Less than 25,Hispanic,0,0,0,3,F,Pos Cannabis W/Intent Sel/Del,10,High
Male,46,Greater than 45,Caucasian,0,0,0,10,F,arrest case no charge,7,Medium
Male,38,25 - 45,Caucasian,0,0,0,1,F,Possession Of Methamphetamine,1,Low
Male,39,25 - 45,Other,0,0,0,6,F,Burglary Unoccupied Dwelling,5,Medium
Male,31,25 - 45,African-American,0,0,0,19,F,Driving While License Revoked,9,High
Male,26,25 - 45,African-American,0,0,0,6,F,arrest case no charge,6,Medium
Male,37,25 - 45,Caucasian,0,0,0,11,F,Driving While License Revoked,8,High
Male,26,25 - 45,African-American,0,0,0,1,F,Pos Cannabis W/Intent Sel/Del,6,Medium
Male,22,Less than 25,African-American,0,0,0,2,F,Crim Use of Personal ID Info,4,Low
Male,25,25 - 45,Caucasian,0,0,0,0,F,Aggravated Battery,2,Low
Male,33,25 - 45,African-American,0,0,0,2,M,Battery,2,Low
Male,33,25 - 45,African-American,0,0,0,10,F,Possession of Cocaine,9,High
Male,29,25 - 45,Caucasian,0,0,0,0,M,DUI Property Damage/Injury,3,Low
Male,37,25 - 45,African-American,0,1,0,13,F,Agg Battery Grt/Bod/Harm,8,High
Male,27,25 - 45,African-American,0,0,0,0,M,Battery,1,Low
Male,27,25 - 45,African-American,0,0,0,4,F,"Deliver 3,4 Methylenediox",8,High
Male,28,25 - 45,Caucasian,0,0,0,1,F,Possession of Cocaine,7,Medium
Female,31,25 - 45,Caucasian,0,0,0,0,M,Battery,3,Low
Male,43,25 - 45,Caucasian,0,0,0,0,M,DUI- Enhanced,1,Low
Male,22,Less than 25,African-American,0,0,0,3,F,Felony Batt(Great Bodily Harm),6,Medium
Male,42,25 - 45,Caucasian,0,0,0,0,M,Driving Under The Influence,4,Low
Male,30,25 - 45,African-American,0,3,0,18,M,Battery,10,High
Male,26,25 - 45,Caucasian,0,0,1,3,M,Petit Theft $100- $300,4,Low
Male,51,Greater than 45,African-American,0,0,0,5,M,Driving License Suspended,7,Medium
Male,36,25 - 45,Other,0,0,0,0,M,Battery,1,Low
Male,62,Greater than 45,Hispanic,0,0,0,0,M,Battery,1,Low
Male,34,25 - 45,African-American,0,0,0,7,F,arrest case no charge,5,Medium
Male,22,Less than 25,Caucasian,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",3,Low
Male,29,25 - 45,African-American,0,0,0,10,M,Assault,10,High
Male,36,25 - 45,African-American,0,0,0,2,F,Possession of Cocaine,2,Low
Male,26,25 - 45,African-American,0,0,0,8,F,arrest case no charge,8,High
Male,25,25 - 45,African-American,0,0,0,1,F,Burglary Structure Unoccup,3,Low
Male,69,Greater than 45,Caucasian,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Low
Male,20,Less than 25,Caucasian,0,0,0,0,F,Grand Theft in the 3rd Degree,5,Medium
Male,27,25 - 45,African-American,0,0,0,1,F,Throw Deadly Missile Into Veh,1,Low
Male,42,25 - 45,Caucasian,0,0,0,0,F,Aggravated Assault w/Firearm,1,Low
Male,25,25 - 45,Caucasian,0,0,0,1,F,Burglary Conveyance Unoccup,3,Low
Male,21,Less than 25,Caucasian,0,0,0,0,F,Burglary Structure Unoccup,4,Low
Male,30,25 - 45,African-American,0,0,0,1,M,Battery,2,Low
Male,46,Greater than 45,Caucasian,0,0,0,9,M,Battery,5,Medium
Male,26,25 - 45,African-American,0,0,0,2,M,Battery,7,Medium
Male,40,25 - 45,African-American,0,0,0,1,M,Battery,1,Low
Male,31,25 - 45,African-American,0,0,0,4,M,Assault,3,Low
Male,50,Greater than 45,African-American,0,0,0,0,F,Aggravated Battery / Pregnant,1,Low
Male,57,Greater than 45,African-American,0,0,0,8,F,Felony Battery w/Prior Convict,5,Medium
Male,31,25 - 45,African-American,0,0,0,5,M,Assault,5,Medium
Male,48,Greater than 45,African-American,0,0,0,5,F,Possession of Cocaine,9,High
Female,25,25 - 45,Caucasian,0,0,0,0,F,Grand Theft in the 3rd Degree,4,Low
Male,51,Greater than 45,African-American,0,0,0,5,M,arrest case no charge,3,Low
Male,50,Greater than 45,Caucasian,0,0,0,0,F,arrest case no charge,1,Low
Male,57,Greater than 45,Caucasian,0,0,0,2,F,arrest case no charge,1,Low
Male,59,Greater than 45,African-American,0,0,0,4,F,Possession of Cocaine,3,Low
Female,42,25 - 45,African-American,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,1,Low
Male,20,Less than 25,Hispanic,2,0,0,2,F,arrest case no charge,8,High
Male,21,Less than 25,Other,0,0,0,0,F,Purchase Cannabis,4,Low
Male,32,25 - 45,African-American,0,0,0,21,F,Felony Petit Theft,9,High
Female,24,Less than 25,Hispanic,0,0,0,0,M,Battery,4,Low
Male,42,25 - 45,African-American,0,0,0,1,F,Tampering With Physical Evidence,4,Low
Male,29,25 - 45,African-American,0,0,0,8,F,arrest case no charge,8,High
Male,46,Greater than 45,Caucasian,0,0,0,1,M,Battery,1,Low
Male,50,Greater than 45,Caucasian,0,0,0,0,M,Battery,2,Low
Male,46,Greater than 45,African-American,0,0,0,2,F,Grand Theft in the 3rd Degree,9,High
Female,44,25 - 45,African-American,0,1,0,11,F,Possession of Cocaine,8,High
Male,35,25 - 45,African-American,0,0,0,4,M,Battery,5,Medium
Male,30,25 - 45,African-American,0,1,0,14,F,Grand Theft (Motor Vehicle),9,High
Male,42,25 - 45,African-American,0,0,0,2,F,Possession of Cocaine,5,Medium
Male,46,Greater than 45,African-American,0,0,0,5,F,Grand Theft (Motor Vehicle),1,Low
Male,42,25 - 45,African-American,0,0,0,0,F,Poss Pyrrolidinovalerophenone,10,High
Male,29,25 - 45,Caucasian,0,0,0,7,F,Aggravated Battery / Pregnant,10,High
Male,32,25 - 45,African-American,0,0,1,8,F,Aggravated Battery / Pregnant,4,Low
Male,25,25 - 45,Caucasian,0,0,0,4,F,Robbery / No Weapon,4,Low
Male,21,Less than 25,Hispanic,0,0,0,1,F,arrest case no charge,5,Medium
Male,35,25 - 45,Caucasian,0,0,0,1,F,Possession of Cocaine,1,Low
Male,28,25 - 45,African-American,0,0,1,4,F,Grand Theft in the 3rd Degree,4,Low
Male,26,25 - 45,African-American,0,0,0,0,M,Petit Theft,5,Medium
Male,35,25 - 45,Caucasian,0,0,1,1,F,Possession of Cocaine,2,Low
Male,34,25 - 45,Caucasian,0,0,0,0,F,Lewd/Lasc Battery Pers 12+/<16,1,Low
Male,30,25 - 45,African-American,0,0,1,3,F,Carrying Concealed Firearm,2,Low
Female,50,Greater than 45,African-American,0,0,0,7,M,Battery,4,Low
Male,21,Less than 25,African-American,0,0,0,0,F,Burglary Dwelling Armed,5,Medium
Male,31,25 - 45,African-American,0,0,0,2,F,"Poss 3,4 MDMA (Ecstasy)",7,Medium
Male,31,25 - 45,African-American,0,0,0,13,M,Possess Cannabis/20 Grams Or Less,10,High
Male,60,Greater than 45,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Low
Male,30,25 - 45,African-American,0,0,0,2,F,arrest case no charge,2,Low
Female,32,25 - 45,Other,0,0,0,0,M,Battery,1,Low
Male,46,Greater than 45,Caucasian,0,0,0,0,M,Driving Under The Influence,1,Low
Male,21,Less than 25,Caucasian,0,0,1,0,M,Battery,4,Low
Male,35,25 - 45,African-American,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,8,High
Male,34,25 - 45,Hispanic,0,0,0,2,F,Use of Anti-Shoplifting Device,3,Low
Male,41,25 - 45,Asian,0,0,0,2,F,Felony Petit Theft,8,High
Male,23,Less than 25,African-American,0,0,0,1,F,Grand Theft in the 3rd Degree,10,High
Male,23,Less than 25,African-American,0,0,0,3,F,Grand Theft in the 3rd Degree,6,Medium
Male,28,25 - 45,African-American,0,0,0,2,M,Resist/Obstruct W/O Violence,4,Low
Male,21,Less than 25,Hispanic,0,0,0,0,F,Possession Of Alprazolam,4,Low
Male,40,25 - 45,Hispanic,0,0,0,8,F,Possession of Cocaine,5,Medium
Male,48,Greater than 45,Caucasian,0,0,0,2,M,arrest case no charge,8,High
Male,30,25 - 45,African-American,0,1,1,7,F,Possess Countrfeit Credit Card,5,Medium
Female,43,25 - 45,Caucasian,0,0,0,7,F,Agg Battery Grt/Bod/Harm,8,High
Male,32,25 - 45,Caucasian,0,0,0,0,F,Driving While License Revoked,3,Low
Male,33,25 - 45,Other,0,0,0,3,F,arrest case no charge,7,Medium
Male,49,Greater than 45,Caucasian,0,0,0,4,F,Aggravated Assault w/Firearm,1,Low
Male,24,Less than 25,Caucasian,0,0,0,0,F,Robbery W/Deadly Weapon,4,Low
Male,26,25 - 45,African-American,0,0,0,1,F,Grand Theft (Motor Vehicle),9,High
Male,42,25 - 45,Caucasian,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,2,Low
Male,22,Less than 25,African-American,0,0,0,1,F,Burglary Unoccupied Dwelling,6,Medium
Male,36,25 - 45,Hispanic,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Low
Male,39,25 - 45,Caucasian,0,0,0,0,M,Battery,3,Low
Male,27,25 - 45,African-American,0,2,1,13,F,arrest case no charge,6,Medium
Male,38,25 - 45,Caucasian,0,0,0,2,F,Possession of Cocaine,5,Medium
Male,20,Less than 25,Caucasian,0,0,0,0,F,Burglary Conveyance Unoccup,2,Low
Male,53,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low
Female,27,25 - 45,African-American,0,0,0,0,M,Battery,8,High
Male,21,Less than 25,Other,0,0,0,0,F,Burglary Structure Unoccup,5,Medium
Male,50,Greater than 45,Caucasian,0,0,0,1,M,Viol Injunct Domestic Violence,1,Low
Male,22,Less than 25,Caucasian,0,0,2,0,F,Grand Theft (Motor Vehicle),7,Medium
Male,25,25 - 45,African-American,0,0,0,2,F,Pos Cannabis W/Intent Sel/Del,5,Medium
Male,51,Greater than 45,Other,0,0,0,2,F,arrest case no charge,1,Low
Male,24,Less than 25,African-American,0,0,1,0,F,Possession of Cannabis,3,Low
Male,37,25 - 45,African-American,0,0,0,4,F,arrest case no charge,4,Low
Male,21,Less than 25,Other,0,0,0,0,F,Robbery / No Weapon,6,Medium
Male,35,25 - 45,African-American,0,0,0,1,F,Aggravated Battery / Pregnant,1,Low
Female,24,Less than 25,Caucasian,0,0,0,0,F,Possession of Cocaine,8,High
Male,49,Greater than 45,Caucasian,0,0,0,2,M,DUI Property Damage/Injury,1,Low
Male,38,25 - 45,African-American,0,0,0,9,F,arrest case no charge,6,Medium
Male,61,Greater than 45,Other,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Low
Female,30,25 - 45,African-American,0,0,0,0,M,Battery,2,Low
Male,22,Less than 25,African-American,0,0,0,3,F,Battery on a Person Over 65,6,Medium
Male,25,25 - 45,African-American,0,0,0,0,F,Poss Counterfeit Payment Inst,7,Medium
Male,52,Greater than 45,Caucasian,0,0,0,0,M,Driving Under The Influence,1,Low
Male,26,25 - 45,Caucasian,0,0,0,0,F,Aggravated Battery / Pregnant,2,Low
Male,45,Greater than 45,Caucasian,0,0,0,9,F,Felony Petit Theft,9,High
Male,20,Less than 25,African-American,0,0,0,0,F,arrest case no charge,9,High
Male,43,25 - 45,Caucasian,0,0,0,1,F,arrest case no charge,6,Medium
Male,26,25 - 45,Caucasian,0,0,0,2,F,D.U.I. Serious Bodily Injury,5,Medium
Female,46,Greater than 45,African-American,0,0,0,4,F,arrest case no charge,4,Low
Female,46,Greater than 45,African-American,0,0,0,0,F,Felony Driving While Lic Suspd,1,Low
Female,25,25 - 45,African-American,0,0,0,5,F,Poss Anti-Shoplifting Device,7,Medium
Male,30,25 - 45,Caucasian,0,0,0,0,M,DUI Property Damage/Injury,3,Low
Male,34,25 - 45,Caucasian,0,0,0,1,F,arrest case no charge,6,Medium
Male,70,Greater than 45,Caucasian,0,0,0,11,F,Possession of Cocaine,1,Low
Male,51,Greater than 45,African-American,0,0,0,4,M,Susp Drivers Lic 1st Offense,2,Low
Female,45,Greater than 45,Native American,0,0,0,15,F,Driving While License Revoked,10,High
Male,55,Greater than 45,African-American,0,0,0,21,F,Felony Battery w/Prior Convict,6,Medium
Female,49,Greater than 45,Caucasian,0,0,0,1,F,arrest case no charge,1,Low
Female,47,Greater than 45,Caucasian,0,0,0,0,F,Battery on Law Enforc Officer,1,Low
Male,27,25 - 45,African-American,0,0,0,0,M,Battery,2,Low
Male,37,25 - 45,African-American,0,0,1,26,F,Driving While License Revoked,10,High
Male,21,Less than 25,African-American,0,0,0,1,F,Possession of Cocaine,9,High
Male,21,Less than 25,African-American,0,0,0,0,F,Burglary Structure Unoccup,6,Medium
Male,25,25 - 45,African-American,0,0,0,4,F,Possession of Cocaine,10,High
Female,27,25 - 45,African-American,0,0,0,3,F,Neglect Child / Bodily Harm,5,Medium
Male,30,25 - 45,Caucasian,0,0,0,3,F,Crimin Mischief Damage $1000+,4,Low
Male,40,25 - 45,Other,0,0,0,4,M,Battery,1,Low
Male,37,25 - 45,African-American,0,0,0,8,M,Opert With Susp DL 2nd Offens,2,Low
Male,38,25 - 45,Hispanic,0,0,0,3,F,Possession of Cocaine,4,Low
Female,27,25 - 45,Caucasian,0,0,0,0,F,Possession of Cannabis,3,Low
Female,20,Less than 25,Other,0,0,0,0,M,Aggravated Assault W/Dead Weap,5,Medium
Male,31,25 - 45,Caucasian,0,0,0,6,M,Battery,5,Medium
Male,29,25 - 45,African-American,0,0,0,3,F,arrest case no charge,2,Low
Female,25,25 - 45,Caucasian,0,0,0,2,F,arrest case no charge,5,Medium
Male,33,25 - 45,Caucasian,0,0,0,1,M,Susp Drivers Lic 1st Offense,3,Low
Male,26,25 - 45,Caucasian,0,0,0,5,F,Threat Public Servant,5,Medium
Male,61,Greater than 45,Caucasian,0,0,0,1,M,DUI Property Damage/Injury,1,Low
Female,27,25 - 45,Caucasian,0,0,0,4,M,Leave Acc/Attend Veh/More $50,8,High
Male,30,25 - 45,African-American,0,0,0,4,M,Battery,8,High
Male,33,25 - 45,African-American,0,0,0,4,F,Possession of Cocaine,10,High
Male,26,25 - 45,African-American,0,0,0,3,F,Pos Cannabis W/Intent Sel/Del,10,High
Male,51,Greater than 45,African-American,0,0,0,1,F,Neglect Child / No Bodily Harm,1,Low
Female,30,25 - 45,Hispanic,0,0,0,0,M,Battery,3,Low
Male,22,Less than 25,African-American,0,0,0,0,M,Petit Theft,6,Medium
Male,59,Greater than 45,Caucasian,0,0,0,0,F,Possession of Cocaine,1,Low
Male,23,Less than 25,African-American,0,0,0,2,F,arrest case no charge,6,Medium
Female,34,25 - 45,Caucasian,0,0,0,2,F,Possession of Cannabis,3,Low
Female,36,25 - 45,African-American,0,0,0,7,F,Criminal Mischief,3,Low
Male,36,25 - 45,African-American,0,0,0,0,M,Battery,3,Low
Male,31,25 - 45,African-American,0,0,0,1,F,Felony Battery (Dom Strang),1,Low
Female,28,25 - 45,African-American,0,0,0,3,F,arrest case no charge,4,Low
Male,28,25 - 45,African-American,0,0,0,1,F,"Poss3,4 Methylenedioxymethcath",2,Low
Male,54,Greater than 45,African-American,0,0,0,6,F,Possession of Cocaine,7,Medium
Male,24,Less than 25,African-American,0,0,0,17,F,arrest case no charge,9,High
Male,41,25 - 45,Hispanic,0,0,0,0,F,Escape,1,Low
Male,21,Less than 25,African-American,0,0,1,1,F,arrest case no charge,9,High
Female,29,25 - 45,Hispanic,0,0,0,1,F,Poss Contr Subst W/o Prescript,2,Low
Male,22,Less than 25,African-American,0,0,1,0,F,Uttering a Forged Instrument,3,Low
Female,40,25 - 45,Other,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Low
Female,45,Greater than 45,African-American,0,0,0,1,F,Aggrav Battery w/Deadly Weapon,4,Low
Male,46,Greater than 45,African-American,0,0,0,10,F,Felony Battery (Dom Strang),5,Medium
Male,21,Less than 25,Caucasian,0,1,2,1,F,Burglary Conveyance Unoccup,8,High
Female,29,25 - 45,African-American,0,0,3,9,M,Petit Theft $100- $300,8,High
Male,48,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low
Male,47,Greater than 45,African-American,0,0,0,0,M,Battery,5,Medium
Male,21,Less than 25,African-American,1,2,2,3,F,Criminal Mischief,10,High
Male,46,Greater than 45,African-American,0,0,0,3,M,Operating W/O Valid License,1,Low
Female,19,Less than 25,Caucasian,0,0,0,0,F,Felony Battery w/Prior Convict,3,Low
Male,22,Less than 25,African-American,0,0,0,0,M,Open Carrying Of Weapon,6,Medium
Male,45,Greater than 45,African-American,0,0,0,1,F,arrest case no charge,3,Low
Female,27,25 - 45,Caucasian,0,0,0,0,F,Burglary With Assault/battery,2,Low
Male,25,25 - 45,Caucasian,0,0,0,0,M,Battery,2,Low
Male,30,25 - 45,Caucasian,0,0,0,0,F,Felony DUI (level 3),4,Low
Male,31,25 - 45,African-American,0,0,0,2,F,Driving While License Revoked,5,Medium
Male,28,25 - 45,Caucasian,0,0,0,3,F,arrest case no charge,3,Low
Male,35,25 - 45,Caucasian,0,0,0,0,F,Possession of Cocaine,5,Medium
Female,33,25 - 45,Caucasian,0,0,0,2,F,Poss Contr Subst W/o Prescript,2,Low
Female,42,25 - 45,Caucasian,0,0,0,0,M,Battery,1,Low
Female,21,Less than 25,Caucasian,0,0,0,0,F,Burglary Unoccupied Dwelling,6,Medium
Male,49,Greater than 45,Caucasian,0,0,0,0,F,Possession of Cocaine,7,Medium
Male,44,25 - 45,Caucasian,0,0,0,0,F,Possession of Cocaine,2,Low
Male,28,25 - 45,Caucasian,0,0,0,1,M,Battery,3,Low
Male,34,25 - 45,African-American,0,0,0,3,F,Felony Driving While Lic Suspd,1,Low
Male,45,Greater than 45,African-American,0,0,0,15,F,Driving While License Revoked,3,Low
Male,28,25 - 45,African-American,0,0,0,9,F,Driving While License Revoked,3,Low
Female,25,25 - 45,African-American,0,0,0,1,F,Aggrav Battery w/Deadly Weapon,3,Low
Male,21,Less than 25,African-American,0,1,0,1,M,Assault,8,High
Male,48,Greater than 45,African-American,0,0,0,1,F,Hiring with Intent to Defraud,1,Low
Male,37,25 - 45,Caucasian,0,0,0,1,M,Battery,2,Low
Male,24,Less than 25,African-American,0,0,0,3,F,Possession of Cocaine,6,Medium
Male,24,Less than 25,Caucasian,0,0,1,1,F,Burglary Conveyance Unoccup,5,Medium
Male,49,Greater than 45,Other,0,0,0,2,F,arrest case no charge,1,Low
Male,53,Greater than 45,African-American,0,0,0,1,M,DUI Property Damage/Injury,2,Low
Male,39,25 - 45,Caucasian,0,0,0,0,M,Viol Injunct Domestic Violence,1,Low
Male,47,Greater than 45,African-American,0,0,0,22,F,Felony Driving While Lic Suspd,7,Medium
Male,36,25 - 45,Caucasian,0,0,0,2,F,"Poss3,4 Methylenedioxymethcath",1,Low
Female,24,Less than 25,African-American,0,0,0,1,F,arrest case no charge,9,High
Male,35,25 - 45,Hispanic,0,0,0,0,M,Battery,2,Low
Male,23,Less than 25,African-American,0,0,0,3,F,Tampering With Physical Evidence,7,Medium
Female,30,25 - 45,African-American,0,3,2,14,F,Carrying Concealed Firearm,10,High
Male,25,25 - 45,Caucasian,0,0,0,2,M,Driving Under The Influence,6,Medium
Male,34,25 - 45,Hispanic,0,0,0,1,F,Grand Theft in the 3rd Degree,1,Low
Male,26,25 - 45,African-American,0,0,0,2,M,Battery,4,Low
Male,60,Greater than 45,Hispanic,0,0,0,0,F,False Imprisonment,1,Low
Male,23,Less than 25,Caucasian,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",3,Low
Male,26,25 - 45,African-American,0,0,0,5,F,arrest case no charge,7,Medium
Male,28,25 - 45,Other,0,0,0,1,F,Felony Driving While Lic Suspd,3,Low
Male,49,Greater than 45,Hispanic,0,0,0,1,F,Grand Theft in the 3rd Degree,1,Low
Male,19,Less than 25,African-American,0,1,0,1,F,arrest case no charge,10,High
Female,33,25 - 45,Caucasian,0,0,0,2,F,Possession of Hydromorphone,3,Low
Male,26,25 - 45,Caucasian,0,3,0,8,F,Robbery / Weapon,10,High
Male,32,25 - 45,Caucasian,0,0,0,2,F,Possession Of Alprazolam,2,Low
Male,25,25 - 45,Caucasian,0,0,0,0,F,arrest case no charge,2,Low
Male,21,Less than 25,African-American,0,0,0,1,F,Grand Theft in the 3rd Degree,2,Low
Male,38,25 - 45,African-American,0,0,0,3,F,Felony Battery w/Prior Convict,5,Medium
Male,23,Less than 25,Caucasian,0,0,0,0,F,Fleeing Or Attmp Eluding A Leo,2,Low
Male,24,Less than 25,African-American,0,0,0,1,F,Burglary Unoccupied Dwelling,2,Low
Male,23,Less than 25,Hispanic,0,0,0,0,F,Agg Fleeing/Eluding High Speed,2,Low
Male,49,Greater than 45,African-American,0,0,0,3,F,arrest case no charge,4,Low
Male,31,25 - 45,African-American,0,0,0,7,F,Poss of Firearm by Convic Felo,7,Medium
Male,20,Less than 25,African-American,0,0,0,1,F,Grand Theft in the 3rd Degree,6,Medium
