Feature_A_(i),Feature_B_(2i),Feature_C_(-i),Constant_Feature,Random_Feature,Outcome
1546,3092,-1546,1,0.41823999893667385,A
1547,3094,-1547,1,0.8585221037698424,A
1548,3096,-1548,1,0.39595461705784274,A
1550,3100,-1550,1,0.6506578067395168,A
1554,3108,-1554,1,0.1985313731517354,A
1555,3110,-1555,1,0.14086854831376683,A
1557,3114,-1557,1,0.574464966351423,A
1562,3124,-1562,1,0.1431766834180429,A
1563,3126,-1563,1,0.6053841299103403,A
1565,3130,-1565,1,0.4604726313423838,A
1570,3140,-1570,1,0.3383987585577991,A
1571,3142,-1571,1,0.5665140211387208,A
1575,3150,-1575,1,0.743483578651515,A
1579,3158,-1579,1,0.9067812426909794,A
1587,3174,-1587,1,0.38422181035041825,A
1592,3184,-1592,1,0.5072682343483306,A
1594,3188,-1594,1,0.8307609275173227,A
1599,3198,-1599,1,0.4547588973179115,A
1605,3210,-1605,1,0.3189646383408673,A
1607,3214,-1607,1,0.4861490826449505,A
1608,3216,-1608,1,0.6322633344189381,A
1611,3222,-1611,1,0.988536494786043,A
1612,3224,-1612,1,0.7704932629380066,A
1620,3240,-1620,1,0.16779640995292455,A
1623,3246,-1623,1,0.3320083387560807,A
1625,3250,-1625,1,0.7246325744447164,A
1629,3258,-1629,1,0.8477791509906641,A
1637,3274,-1637,1,0.12536104634926426,A
1639,3278,-1639,1,0.6851897355902085,A
1640,3280,-1640,1,0.8261620850949352,A
1642,3284,-1642,1,0.3227663874339719,A
1646,3292,-1646,1,0.8294243547678448,A
1647,3294,-1647,1,0.16266588778401558,A
1648,3296,-1648,1,0.2720151236240679,A
1649,3298,-1649,1,0.858393201060348,A
1653,3306,-1653,1,0.15145148107682405,A
1654,3308,-1654,1,0.19914856958687954,A
1658,3316,-1658,1,0.14505627622176243,A
1660,3320,-1660,1,0.03626815257377336,A
1667,3334,-1667,1,0.01877715972708216,A
1674,3348,-1674,1,0.5705215301630423,A
1675,3350,-1675,1,0.6064295534069465,A
1679,3358,-1679,1,0.9685016851194759,A
1680,3360,-1680,1,0.5181803515663616,A
1682,3364,-1682,1,0.3624944722122637,A
1686,3372,-1686,1,0.9854505609671894,A
1692,3384,-1692,1,0.6018673514333617,A
1695,3390,-1695,1,0.40395845531182994,A
1696,3392,-1696,1,0.10125476828298385,A
1698,3396,-1698,1,0.9931305365585255,A
1699,3398,-1699,1,0.47595852412091266,A
1707,3414,-1707,1,0.9437470420035533,A
1714,3428,-1714,1,0.4019837359917706,A
1717,3434,-1717,1,0.8942032092690649,A
1723,3446,-1723,1,0.6413861973277034,A
1724,3448,-1724,1,0.7295520523281847,A
1725,3450,-1725,1,0.3366500212966502,A
1729,3458,-1729,1,0.5359700768859168,A
1731,3462,-1731,1,0.3405453067539682,A
1735,3470,-1735,1,0.06009511798120759,A
1737,3474,-1737,1,0.4216874899193266,A
1741,3482,-1741,1,0.022837176355611444,A
1744,3488,-1744,1,0.7656993765649194,A
1745,3490,-1745,1,0.06574355079265015,A
1749,3498,-1749,1,0.07422155382217643,A
1757,3514,-1757,1,0.06840866595954642,A
1759,3518,-1759,1,0.23237026653209736,A
1761,3522,-1761,1,0.6085917940538245,A
1762,3524,-1762,1,0.9169995625380596,A
1763,3526,-1763,1,0.9181878796564482,A
1767,3534,-1767,1,0.15882195155461598,A
1773,3546,-1773,1,0.8961691585905887,A
1775,3550,-1775,1,0.7366403036225294,A
1784,3568,-1784,1,0.8344524998433224,A
1787,3574,-1787,1,0.0640181534705081,A
1790,3580,-1790,1,0.980975597370556,A
1794,3588,-1794,1,0.02397747617580437,A
1796,3592,-1796,1,0.790474125061501,A
1797,3594,-1797,1,0.3658468868373259,A
1806,3612,-1806,1,0.48374035002219806,A
1807,3614,-1807,1,0.9146774550722477,A
1808,3616,-1808,1,0.48818633597072547,A
1809,3618,-1809,1,0.8686801402911736,A
1813,3626,-1813,1,0.40981146302774285,A
1817,3634,-1817,1,0.7025244505794499,A
1818,3636,-1818,1,0.9163353708594971,A
1819,3638,-1819,1,0.04854465595738233,A
1821,3642,-1821,1,0.8742852829597569,A
1826,3652,-1826,1,0.20145981721635275,A
1827,3654,-1827,1,0.8379093049519097,A
1830,3660,-1830,1,0.14744068461576565,A
1832,3664,-1832,1,0.3637419922652889,A
1835,3670,-1835,1,0.554617733615399,A
1837,3674,-1837,1,0.5654543434112701,A
1838,3676,-1838,1,0.4577872104824705,A
1840,3680,-1840,1,0.02129307207579534,A
1844,3688,-1844,1,0.755022491980974,A
1846,3692,-1846,1,0.10915635521396538,A
1849,3698,-1849,1,0.07871393882784539,A
1852,3704,-1852,1,0.1402741366530308,A
1854,3708,-1854,1,0.07093647902949407,A
1855,3710,-1855,1,0.9099400638095136,A
1856,3712,-1856,1,0.5121512622735425,A
1857,3714,-1857,1,0.9615076157476817,A
1859,3718,-1859,1,0.7658598584021326,A
1861,3722,-1861,1,0.5131986288516832,A
1866,3732,-1866,1,0.1555874874592581,A
1868,3736,-1868,1,0.41215557145296244,A
1870,3740,-1870,1,0.7747449876192829,A
1872,3744,-1872,1,0.12881686303687145,A
1877,3754,-1877,1,0.1572055462596691,A
1879,3758,-1879,1,0.17218487726188403,A
1881,3762,-1881,1,0.10117642600339738,A
1884,3768,-1884,1,0.4070420527109204,A
1888,3776,-1888,1,0.1606114399586096,A
1889,3778,-1889,1,0.9204809477107885,A
1893,3786,-1893,1,0.6998855606012826,A
1897,3794,-1897,1,0.7695629999922261,A
1898,3796,-1898,1,0.8749854031148374,A
1899,3798,-1899,1,0.7569091253257019,A
1900,3800,-1900,1,0.7732080766316596,A
1903,3806,-1903,1,0.5074907927681844,A
1904,3808,-1904,1,0.8751392183256989,A
1905,3810,-1905,1,0.38487249426010217,A
1909,3818,-1909,1,0.06520632851535646,A
1911,3822,-1911,1,0.20446388156419426,A
1913,3826,-1913,1,0.6986515513445546,A
1917,3834,-1917,1,0.5998910984211084,A
1918,3836,-1918,1,0.4389698930404017,A
1920,3840,-1920,1,0.3075864887471417,A
1922,3844,-1922,1,0.5187659563896301,A
1931,3862,-1931,1,0.08909021427934749,A
1937,3874,-1937,1,0.2888286948180654,A
1939,3878,-1939,1,0.9125805712019964,A
1940,3880,-1940,1,0.49895569675455953,A
1945,3890,-1945,1,0.6467697471738271,A
1948,3896,-1948,1,0.30887378737929305,A
1951,3902,-1951,1,0.6032997670649357,A
1952,3904,-1952,1,0.5147838819366183,A
1953,3906,-1953,1,0.9832936469896746,A
1957,3914,-1957,1,0.20809934162587995,A
1961,3922,-1961,1,0.7327006526015837,A
1965,3930,-1965,1,0.8787550455894706,A
1966,3932,-1966,1,0.09975325794366108,A
1967,3934,-1967,1,0.7501727725024829,A
1968,3936,-1968,1,0.6934654569499832,A
1970,3940,-1970,1,0.05835553566607721,A
1974,3948,-1974,1,0.3384025412063525,A
1979,3958,-1979,1,0.8535183019211477,A
1980,3960,-1980,1,0.47730201062974653,A
1981,3962,-1981,1,0.2449174497623824,A
1982,3964,-1982,1,0.6965039059969794,A
1984,3968,-1984,1,0.5013742152843758,A
1985,3970,-1985,1,0.5155758123684047,A
1988,3976,-1988,1,0.9289143321245649,A
1991,3982,-1991,1,0.43462727348911856,A
1992,3984,-1992,1,0.502613743720023,A
1999,3998,-1999,1,0.22732652220756266,A
2001,4002,-2001,1,0.8553539169947036,A
2002,4004,-2002,1,0.1902134519880243,A
2004,4008,-2004,1,0.5096409829976799,A
2006,4012,-2006,1,0.4120143225959353,A
2007,4014,-2007,1,0.8437653845408781,A
2013,4026,-2013,1,0.22483786986433585,A
2016,4032,-2016,1,0.9758172364123914,A
2017,4034,-2017,1,0.06104087149746973,A
2023,4046,-2023,1,0.35939098444257567,A
2024,4048,-2024,1,0.14626077371673263,A
2025,4050,-2025,1,0.33779350194187674,A
2027,4054,-2027,1,0.6228529745303686,A
2028,4056,-2028,1,0.5112695773898153,A
2032,4064,-2032,1,0.0880040037257026,A
2033,4066,-2033,1,0.8063689302950869,A
2035,4070,-2035,1,0.9105620515883951,A
2043,4086,-2043,1,0.0312869238047353,A
2045,4090,-2045,1,0.39771175469200426,A
2046,4092,-2046,1,0.8949072207769406,A
2050,4100,-2050,1,0.7334657157512747,A
2052,4104,-2052,1,0.3800479108926026,A
2056,4112,-2056,1,0.7758796786414458,A
2058,4116,-2058,1,0.10338266942078755,A
2062,4124,-2062,1,0.7058800721219403,A
2066,4132,-2066,1,0.712633991843905,A
2070,4140,-2070,1,0.03658949110517573,A
2073,4146,-2073,1,0.28244912203613237,A
2076,4152,-2076,1,0.7148294849777915,A
2077,4154,-2077,1,0.20608685228723544,A
2078,4156,-2078,1,0.19792417394811868,A
2081,4162,-2081,1,0.354523890217048,A
2082,4164,-2082,1,0.020955578622196436,A
2085,4170,-2085,1,0.35465882688631967,A
2086,4172,-2086,1,0.05338016257014755,A
2087,4174,-2087,1,0.612004553949978,A
2088,4176,-2088,1,0.19824053236436867,A
2089,4178,-2089,1,0.3817172243733614,A
2091,4182,-2091,1,0.6130999048708213,A
2100,4200,-2100,1,0.12303663006184484,A
2101,4202,-2101,1,0.9749076821864765,A
2102,4204,-2102,1,0.4267593722208304,A
2106,4212,-2106,1,0.40541708153706335,A
2108,4216,-2108,1,0.018334073082827196,A
2110,4220,-2110,1,0.22356876177805607,A
2111,4222,-2111,1,0.6674079866036278,A
2112,4224,-2112,1,0.9493761714095447,A
2114,4228,-2114,1,0.5581924053963743,A
2120,4240,-2120,1,0.9761474057149245,A
2121,4242,-2121,1,0.5221704761822162,A
2126,4252,-2126,1,0.6829689761942943,A
2127,4254,-2127,1,0.6402144127472182,A
2131,4262,-2131,1,0.18012978850917527,A
2133,4266,-2133,1,0.6528317406942203,A
2134,4268,-2134,1,0.3441136592108366,A
2137,4274,-2137,1,0.6152390794100236,A
2138,4276,-2138,1,0.5053080051228691,A
2147,4294,-2147,1,0.7358425197236385,A
2152,4304,-2152,1,0.4521837667711399,A
2154,4308,-2154,1,0.3089625616505892,A
2156,4312,-2156,1,0.9636421675108663,A
2157,4314,-2157,1,0.9700270325730731,A
2161,4322,-2161,1,0.10618963538207415,A
2162,4324,-2162,1,0.7567443784516563,A
2163,4326,-2163,1,0.6882992868068454,A
2167,4334,-2167,1,0.32577602708423503,A
2171,4342,-2171,1,0.42004075829873055,A
2177,4354,-2177,1,0.936523655443973,A
2178,4356,-2178,1,0.16221267341061585,A
2179,4358,-2179,1,0.9578161605223605,A
2180,4360,-2180,1,0.6485171684920292,A
2181,4362,-2181,1,0.7687505411078538,A
2182,4364,-2182,1,0.7052429590032706,A
2183,4366,-2183,1,0.7071248940825647,A
2185,4370,-2185,1,0.21249936753099974,A
2188,4376,-2188,1,0.19804014007318038,A
2193,4386,-2193,1,0.19524639903549834,A
2194,4388,-2194,1,0.996522898868628,A
2199,4398,-2199,1,0.37005222139549276,A
2200,4400,-2200,1,0.6345282625417757,A
2201,4402,-2201,1,0.3280525023202405,A
2205,4410,-2205,1,0.1166813646535877,A
2210,4420,-2210,1,0.40241761391988773,A
2216,4432,-2216,1,0.3499932687128001,A
2225,4450,-2225,1,0.3088390646050043,A
2234,4468,-2234,1,0.36910751947257503,A
2235,4470,-2235,1,0.8482906865467086,A
2240,4480,-2240,1,0.47287112484834615,A
2241,4482,-2241,1,0.9747138423551656,A
2242,4484,-2242,1,0.6536133430144079,A
2244,4488,-2244,1,0.35463063115404114,A
2248,4496,-2248,1,0.32808817773979904,A
2250,4500,-2250,1,0.028292239575584466,A
2253,4506,-2253,1,0.2601840033472469,A
2254,4508,-2254,1,0.49572839561443716,A
2255,4510,-2255,1,0.5127436345094188,A
2256,4512,-2256,1,0.028922219302059404,A
2267,4534,-2267,1,0.04608642180938771,A
2268,4536,-2268,1,0.3895671229806068,A
2269,4538,-2269,1,0.1747370001387315,A
2270,4540,-2270,1,0.8695160449044587,A
2272,4544,-2272,1,0.7198926716384558,A
2273,4546,-2273,1,0.518673311922249,A
2278,4556,-2278,1,0.26680517596274944,A
2280,4560,-2280,1,0.620514097634409,A
2285,4570,-2285,1,0.5105184771179293,A
2296,4592,-2296,1,0.9665146302391457,A
2299,4598,-2299,1,0.43108882182641917,A
2302,4604,-2302,1,0.06973797867953613,A
2303,4606,-2303,1,0.2965160856441176,A
2304,4608,-2304,1,0.6023877732208555,A
2306,4612,-2306,1,0.48447964172583835,A
2308,4616,-2308,1,0.0340154027983991,A
2309,4618,-2309,1,0.05742712868123301,A
2314,4628,-2314,1,0.865712696442094,A
2318,4636,-2318,1,0.47873833018348566,A
2325,4650,-2325,1,0.3154430469533932,A
2330,4660,-2330,1,0.372600812028543,A
2331,4662,-2331,1,0.3169296140015879,A
2332,4664,-2332,1,0.47038190487882414,A
2333,4666,-2333,1,0.9649130502984313,A
2334,4668,-2334,1,0.36652192721588106,A
2335,4670,-2335,1,0.3182648616241628,A
2341,4682,-2341,1,0.5900165795953535,A
2344,4688,-2344,1,0.4531858568625773,A
2346,4692,-2346,1,0.7699436007873152,A
2347,4694,-2347,1,0.28208168514396326,A
2348,4696,-2348,1,0.6160356903510849,A
2349,4698,-2349,1,0.7163868332570547,A
2353,4706,-2353,1,0.11559078266672629,A
2354,4708,-2354,1,0.2678009163647116,A
2356,4712,-2356,1,0.07290586614001149,A
2357,4714,-2357,1,0.16136576392722024,A
2366,4732,-2366,1,0.42046771373879566,A
2372,4744,-2372,1,0.5744314001558449,A
2374,4748,-2374,1,0.533800378935939,A
2376,4752,-2376,1,0.4019431244499371,A
2382,4764,-2382,1,0.5439424940758666,A
2383,4766,-2383,1,0.45548864802211086,A
2384,4768,-2384,1,0.21951573057233498,A
2386,4772,-2386,1,0.21895356266195087,A
2391,4782,-2391,1,0.5433257981157731,A
2394,4788,-2394,1,0.7388850834237064,A
2395,4790,-2395,1,0.6103122571323334,A
2397,4794,-2397,1,0.7585005211684226,A
2399,4798,-2399,1,0.5998597181548605,A
2406,4812,-2406,1,0.550589755450354,A
2410,4820,-2410,1,0.1402634013279782,A
2414,4828,-2414,1,0.01401207486535816,A
2418,4836,-2418,1,0.38109857737481256,A
2425,4850,-2425,1,0.7727866514909925,A
2426,4852,-2426,1,0.8788835695849824,A
2430,4860,-2430,1,0.4923823957867821,A
2433,4866,-2433,1,0.7395608564227873,A
2439,4878,-2439,1,0.7037152611276413,A
2443,4886,-2443,1,0.39355000942921325,A
2444,4888,-2444,1,0.5143399812434879,A
2447,4894,-2447,1,0.63731825461956,A
2448,4896,-2448,1,0.4840484003166635,A
2449,4898,-2449,1,0.012959269488449388,A
2452,4904,-2452,1,0.2716334995050571,A
2454,4908,-2454,1,0.38456677260483607,A
2458,4916,-2458,1,0.699837451626885,A
2471,4942,-2471,1,0.6343039000779876,A
2474,4948,-2474,1,0.431396299682252,A
2478,4956,-2478,1,0.6421774121431184,A
2484,4968,-2484,1,0.49211483086776187,A
2486,4972,-2486,1,0.5404889405222474,A
2495,4990,-2495,1,0.1668012742954672,A
2498,4996,-2498,1,0.9556298169924625,A
2501,5002,-2501,1,0.16815587159573886,A
2502,5004,-2502,1,0.7957322436214088,A
2507,5014,-2507,1,0.9248799440313333,A
2508,5016,-2508,1,0.5368436790505414,A
2509,5018,-2509,1,0.5336993725849173,A
2510,5020,-2510,1,0.3793754571638981,A
2518,5036,-2518,1,0.5101158859464436,A
2525,5050,-2525,1,0.4388589314668436,A
2526,5052,-2526,1,0.6875972018007958,A
2527,5054,-2527,1,0.6610533186069691,A
2528,5056,-2528,1,0.13472378913785632,A
2529,5058,-2529,1,0.7185098056820005,A
2530,5060,-2530,1,0.24876433835960166,A
2536,5072,-2536,1,0.5297103127576981,A
2538,5076,-2538,1,0.12569059834687446,A
2539,5078,-2539,1,0.7437774617672985,A
2541,5082,-2541,1,0.6066178139782963,A
2547,5094,-2547,1,0.3381624351363691,A
2551,5102,-2551,1,0.5165139897870288,A
2555,5110,-2555,1,0.6675387656342376,A
2560,5120,-2560,1,0.24343617049608934,A
2561,5122,-2561,1,0.3736980532574461,A
2564,5128,-2564,1,0.7202163401789557,A
2565,5130,-2565,1,0.4581322618983782,A
2566,5132,-2566,1,0.8765027039576112,A
2569,5138,-2569,1,0.588182585641356,A
2576,5152,-2576,1,0.6865368730584025,A
2578,5156,-2578,1,0.2337308036517125,A
2585,5170,-2585,1,0.9257488026247249,A
2591,5182,-2591,1,0.962445345605316,A
2592,5184,-2592,1,0.8300845316825715,A
2593,5186,-2593,1,0.48389073235160185,A
2604,5208,-2604,1,0.6403485791625139,A
2610,5220,-2610,1,0.9790465074466663,A
2611,5222,-2611,1,0.3071853162048227,A
2619,5238,-2619,1,0.5712996022262311,A
2627,5254,-2627,1,0.08051149710684269,A
2629,5258,-2629,1,0.16365119012537765,A
2631,5262,-2631,1,0.1554025124723134,A
2632,5264,-2632,1,0.9266842226852398,A
2636,5272,-2636,1,0.04253511179091729,A
2637,5274,-2637,1,0.7077429671131786,A
2639,5278,-2639,1,0.7365337689829003,A
2646,5292,-2646,1,0.028015015477000138,A
2647,5294,-2647,1,0.6549607743496783,A
2650,5300,-2650,1,0.8984950826829937,A
2657,5314,-2657,1,0.46023847410677976,A
2658,5316,-2658,1,0.2127886115509836,A
2660,5320,-2660,1,0.44871486758119217,A
2661,5322,-2661,1,0.8133704136901264,A
2666,5332,-2666,1,0.6387168445485756,A
2667,5334,-2667,1,0.1804756786069064,A
2669,5338,-2669,1,0.7783569296964757,A
2672,5344,-2672,1,0.8819007915062904,A
2673,5346,-2673,1,0.24658521416749646,A
2676,5352,-2676,1,0.500505292807991,A
2677,5354,-2677,1,0.7293762170614305,A
2680,5360,-2680,1,0.1680945159208186,A
2682,5364,-2682,1,0.5795657274251583,A
2683,5366,-2683,1,0.3037882265834255,A
2684,5368,-2684,1,0.9031895261835828,A
2702,5404,-2702,1,0.8012939799076298,A
2703,5406,-2703,1,0.5701232000810401,A
2704,5408,-2704,1,0.8275323960310688,A
2709,5418,-2709,1,0.42412300668948666,A
2716,5432,-2716,1,0.2723168131505349,A
2718,5436,-2718,1,0.5140601191991092,A
2720,5440,-2720,1,0.716947202664793,A
2724,5448,-2724,1,0.539317515915914,A
2725,5450,-2725,1,0.15734528396828285,A
2731,5462,-2731,1,0.7947567860166941,A
2732,5464,-2732,1,0.6010801818297241,A
2733,5466,-2733,1,0.3539703598964926,A
2735,5470,-2735,1,0.4522080285165685,A
2741,5482,-2741,1,0.6285168208261955,A
2742,5484,-2742,1,0.054314839606805165,A
2743,5486,-2743,1,0.8674547864236402,A
2744,5488,-2744,1,0.5943882696375317,A
2745,5490,-2745,1,0.9083097629854495,A
2746,5492,-2746,1,0.3407350287120624,A
2747,5494,-2747,1,0.9188010861780496,A
2751,5502,-2751,1,0.5972293489941417,A
2753,5506,-2753,1,0.19963457913657,A
2755,5510,-2755,1,0.041779899630332795,A
2758,5516,-2758,1,0.6328282483799814,A
2759,5518,-2759,1,0.24710278287710197,A
2761,5522,-2761,1,0.4521002010241132,A
2764,5528,-2764,1,0.21813640466659445,A
2766,5532,-2766,1,0.7608671979091871,A
2768,5536,-2768,1,0.7258608699810172,A
2773,5546,-2773,1,0.0717591336447323,A
2774,5548,-2774,1,0.33038265722856075,A
2775,5550,-2775,1,0.9189631265258031,A
2780,5560,-2780,1,0.21043307902811736,A
2781,5562,-2781,1,0.1616237791193622,A
2783,5566,-2783,1,0.761817836316891,A
2787,5574,-2787,1,0.5643760528139782,A
2789,5578,-2789,1,0.45376233219256,A
2791,5582,-2791,1,0.9568253207472602,A
2795,5590,-2795,1,0.37480943109717946,A
2796,5592,-2796,1,0.06575410935862658,A
2797,5594,-2797,1,0.5073690546649365,A
2799,5598,-2799,1,0.04648189149834825,A
2804,5608,-2804,1,0.4807887296511175,A
2805,5610,-2805,1,0.2878376822255172,A
2807,5614,-2807,1,0.0399154693848397,A
2809,5618,-2809,1,0.14766983186576943,A
2810,5620,-2810,1,0.684725332764699,A
2820,5640,-2820,1,0.8550979869528278,A
2823,5646,-2823,1,0.4007907621325171,A
2824,5648,-2824,1,0.7287013450203805,A
2825,5650,-2825,1,0.8987222084653017,A
2826,5652,-2826,1,0.3668237749619355,A
2829,5658,-2829,1,0.7237087169095541,A
2833,5666,-2833,1,0.21136671657003647,A
2835,5670,-2835,1,0.6943242479790033,A
2839,5678,-2839,1,0.43617982456244986,A
2840,5680,-2840,1,0.8318035475103578,A
2850,5700,-2850,1,0.3193565569200755,A
2851,5702,-2851,1,0.12447295176888074,A
2853,5706,-2853,1,0.22092090510159057,A
2858,5716,-2858,1,0.35622545814320394,A
2860,5720,-2860,1,0.7078364443074256,A
2861,5722,-2861,1,0.5737527952201974,A
2863,5726,-2863,1,0.5161274293653615,A
2866,5732,-2866,1,0.1645017694674592,A
2873,5746,-2873,1,0.46250145233195894,A
2878,5756,-2878,1,0.57946737641328,A
2880,5760,-2880,1,0.8028745802652135,A
2888,5776,-2888,1,0.30041806839487084,A
2892,5784,-2892,1,0.7260071841264228,A
2894,5788,-2894,1,0.3645087968989289,A
2900,5800,-2900,1,0.5330205647048041,A
2902,5804,-2902,1,0.1332972525062096,A
2908,5816,-2908,1,0.3807179486626584,A
2913,5826,-2913,1,0.013812276922184674,A
2915,5830,-2915,1,0.9523135796043803,A
2916,5832,-2916,1,0.27299432792113487,A
2917,5834,-2917,1,0.7137178351804702,A
2919,5838,-2919,1,0.6511782090114945,A
2922,5844,-2922,1,0.3422694005079018,A
2924,5848,-2924,1,0.8869584292418783,A
2925,5850,-2925,1,0.2493499185935114,A
2927,5854,-2927,1,0.6948378362073488,A
2928,5856,-2928,1,0.819847297240055,A
2929,5858,-2929,1,0.5820991210204157,A
2930,5860,-2930,1,0.22576243455655842,A
2934,5868,-2934,1,0.8438894164422526,A
2935,5870,-2935,1,0.7967828634156956,A
2940,5880,-2940,1,0.35486039393746893,A
2941,5882,-2941,1,0.6743973365264917,A
2943,5886,-2943,1,0.5440961487108694,A
2944,5888,-2944,1,0.6430250350097577,A
2948,5896,-2948,1,0.89544262482354,A
2951,5902,-2951,1,0.08961712159800173,A
2956,5912,-2956,1,0.6993592609471548,A
2965,5930,-2965,1,0.6330983962969011,A
2972,5944,-2972,1,0.6014095997912071,A
2973,5946,-2973,1,0.5938881463791009,A
2979,5958,-2979,1,0.2954272853726655,A
2980,5960,-2980,1,0.4585114985170041,A
2982,5964,-2982,1,0.9592682669570094,A
2984,5968,-2984,1,0.9399309349936477,A
2991,5982,-2991,1,0.976764546160686,A
2992,5984,-2992,1,0.9765079112002615,A
2993,5986,-2993,1,0.6263912658455544,A
2994,5988,-2994,1,0.9598911929304759,A
2996,5992,-2996,1,0.043732657227711136,A
2997,5994,-2997,1,0.024908417983905196,A
3005,6010,-3005,1,0.4497183092947342,B
3008,6016,-3008,1,0.5962993070450688,B
3009,6018,-3009,1,0.8153711367146933,B
3011,6022,-3011,1,0.8635006732695014,B
3016,6032,-3016,1,0.12062058876616732,B
3017,6034,-3017,1,0.3369646960747059,B
3020,6040,-3020,1,0.9487810113316968,B
3027,6054,-3027,1,0.7857447016877412,B
3028,6056,-3028,1,0.9168550029900663,B
3030,6060,-3030,1,0.26979375255287474,B
3034,6068,-3034,1,0.17051876245785735,B
3035,6070,-3035,1,0.16769559469292106,B
3044,6088,-3044,1,0.3994271172644791,B
3048,6096,-3048,1,0.8798645442955142,B
3050,6100,-3050,1,0.7839636425492297,B
3051,6102,-3051,1,0.932294217316768,B
3052,6104,-3052,1,0.15007681796774963,B
3054,6108,-3054,1,0.6909214591116735,B
3055,6110,-3055,1,0.5431367136931761,B
3056,6112,-3056,1,0.7754411234267139,B
3057,6114,-3057,1,0.905108928932622,B
3061,6122,-3061,1,0.7083654459653543,B
3062,6124,-3062,1,0.3185749749719061,B
3063,6126,-3063,1,0.48542329527864625,B
3064,6128,-3064,1,0.22044840056665393,B
3066,6132,-3066,1,0.6378200445278971,B
3068,6136,-3068,1,0.12357894048372264,B
3069,6138,-3069,1,0.41618841333222234,B
3077,6154,-3077,1,0.8663300096346206,B
3079,6158,-3079,1,0.11531685729161667,B
3080,6160,-3080,1,0.05758780040673095,B
3082,6164,-3082,1,0.8722199892558758,B
3083,6166,-3083,1,0.9228769316262159,B
3085,6170,-3085,1,0.3841031461351997,B
3086,6172,-3086,1,0.8400992695234832,B
3089,6178,-3089,1,0.4045568316017183,B
3090,6180,-3090,1,0.35278607485124547,B
3092,6184,-3092,1,0.8349200015437948,B
3093,6186,-3093,1,0.37292148774050005,B
3095,6190,-3095,1,0.08088797754070887,B
3100,6200,-3100,1,0.36575757676519316,B
3101,6202,-3101,1,0.4945470063519961,B
3109,6218,-3109,1,0.26319878434538224,B
3113,6226,-3113,1,0.8489270010144694,B
3117,6234,-3117,1,0.4161917942325576,B
3122,6244,-3122,1,0.06310108242091728,B
3131,6262,-3131,1,0.15880038917213735,B
3137,6274,-3137,1,0.6758373116923502,B
3138,6276,-3138,1,0.4425832116128404,B
3139,6278,-3139,1,0.7711605137132457,B
3141,6282,-3141,1,0.5031743707461093,B
3143,6286,-3143,1,0.23519430891953375,B
3147,6294,-3147,1,0.9155613477008325,B
3151,6302,-3151,1,0.7025755670340893,B
3153,6306,-3153,1,0.2135824209530678,B
3156,6312,-3156,1,0.846289371656184,B
3160,6320,-3160,1,0.8672884043614861,B
3161,6322,-3161,1,0.3355837913235179,B
3162,6324,-3162,1,0.10499669520041788,B
3163,6326,-3163,1,0.9742451204642707,B
3172,6344,-3172,1,0.5887136012828376,B
3176,6352,-3176,1,0.43813325685605964,B
3180,6360,-3180,1,0.7830627105971548,B
3185,6370,-3185,1,0.9183957163951614,B
3186,6372,-3186,1,0.9121519887662062,B
3187,6374,-3187,1,0.6322866272061181,B
3194,6388,-3194,1,0.6023603902674065,B
3196,6392,-3196,1,0.9507594136305302,B
3203,6406,-3203,1,0.5502478610443113,B
3211,6422,-3211,1,0.937377933233982,B
3212,6424,-3212,1,0.5030360893974264,B
3214,6428,-3214,1,0.5122928143955998,B
3217,6434,-3217,1,0.8712185207275313,B
3224,6448,-3224,1,0.36774203115454474,B
3225,6450,-3225,1,0.9704421535112314,B
3227,6454,-3227,1,0.7015434004816016,B
3228,6456,-3228,1,0.6036229366852855,B
3233,6466,-3233,1,0.45443658440763757,B
3237,6474,-3237,1,0.09199356174701812,B
3238,6476,-3238,1,0.17047906306634764,B
3241,6482,-3241,1,0.882735624891542,B
3242,6484,-3242,1,0.45952995668531527,B
3247,6494,-3247,1,0.41314720228200774,B
3249,6498,-3249,1,0.18492286274031355,B
3253,6506,-3253,1,0.9351560275197172,B
3257,6514,-3257,1,0.054651769757260715,B
3260,6520,-3260,1,0.4857514195700484,B
3261,6522,-3261,1,0.3307368524175702,B
3270,6540,-3270,1,0.11751798969511407,B
3276,6552,-3276,1,0.006258676505659921,B
3277,6554,-3277,1,0.7491656192195024,B
3278,6556,-3278,1,0.07370669678908259,B
3281,6562,-3281,1,0.7901177799527717,B
3282,6564,-3282,1,0.33744244192164674,B
3286,6572,-3286,1,0.6752897876820032,B
3288,6576,-3288,1,0.0029755694548720957,B
3295,6590,-3295,1,0.02004305708034737,B
3297,6594,-3297,1,0.7071788502853552,B
3298,6596,-3298,1,0.8927680870943646,B
3302,6604,-3302,1,0.6936429447635433,B
3303,6606,-3303,1,0.29371442979304085,B
3307,6614,-3307,1,0.08139052448728146,B
3308,6616,-3308,1,0.7540952252090461,B
3312,6624,-3312,1,0.4283262058113855,B
3314,6628,-3314,1,0.28806420999376225,B
3315,6630,-3315,1,0.11257148497470193,B
3320,6640,-3320,1,0.8019592883423386,B
3323,6646,-3323,1,0.594810603321262,B
3325,6650,-3325,1,0.8063012450273596,B
3326,6652,-3326,1,0.6424268503869661,B
3327,6654,-3327,1,0.5081174039563506,B
3334,6668,-3334,1,0.8981486293592772,B
